id,generator,n_atoms,R0_E,R0_F_rms,R0_F_q90,R0_F_max,R0_severe_clash,R0_all_clash,R0_min_heavy_dist,R1_E,R1_F_rms,R1_F_q90,R1_F_max,R1_severe_clash,R1_all_clash,R1_min_heavy_dist,delta_severe_clash,delta_F_rms,sidechain_heavy_RMSD,backbone_RMSD,converged,steps,final_fmax,optimizer,failure_mode
ADI-47308,esmfold,3474,-584.13818359375,3.323626455959584,4.156924057641795,16.116112153087894,0,2,1.9017354631283936,-852.1784057617188,1.294292882090098,1.5671696004713844,14.564152720168552,0,0,2.029516758660842,0,-2.029333573869485,0.2098658616004831,0.0,False,200,0.2109968417677551,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47310,esmfold,3439,-584.9401245117188,3.293216856780891,4.202406648860575,12.429775666553825,0,1,1.862943941975549,-863.418701171875,1.1753330817647043,1.635834837591861,12.097588839680055,0,0,2.03540535760136,0,-2.1178837750161863,0.2586723841005969,0.0,False,200,0.3508399810933695,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47312,esmfold,3392,-581.838623046875,3.283245594900448,4.166811615071969,12.231362064925484,0,1,1.8744367904404875,-846.0665283203125,1.223204904889997,1.5714881085988908,11.98938439396973,0,0,2.0312025752550205,0,-2.0600406900104518,0.2250400748927563,0.0,False,200,0.2665982616840263,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47316,esmfold,3443,-621.1004028320312,3.2492845991612955,4.152743751200873,10.817006660577238,0,1,1.879243726803449,-880.7149658203125,1.2224306238075926,1.562670433010109,9.767848542687071,0,0,2.0298388702614467,0,-2.0268539753537027,0.2407173814814568,0.0,False,200,0.4165667897192985,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-37123,abodybuilder2,3413,-879.545166015625,0.7562295204665846,1.2951725742075113,2.883223107980039,10,10,1.323838310908375,-907.4237670898438,0.467172553750556,0.8818691680365602,2.2637229644097925,10,10,1.323838310908375,0,-0.2890569667160286,0.0759471623883771,0.0,True,195,0.0975090912962345,FIRE,
ADI-37125,abodybuilder2,3490,-893.0625,1.1891404580031877,1.3024729133388024,29.45687496686504,8,8,1.3281342495083648,-925.3877563476562,0.4581042605889147,0.8507638990690684,2.3487049747441477,8,8,1.3281342495083648,0,-0.7310361974142727,0.0554356825789024,0.0,True,122,0.0976039358321599,FIRE,
ADI-38499,abodybuilder2,3333,-859.6943359375,1.0044355816048331,1.3520796012516385,26.169147910191917,11,11,1.319838776984657,-888.3047485351562,0.4834334795323547,0.8858316233917998,2.671406301706983,11,11,1.319838776984657,0,-0.5210021020724784,0.0671253060776424,0.0,False,200,0.3655537549332978,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-38501,abodybuilder2,3445,-888.7490844726562,0.754890140649739,1.280065399291773,2.735878828051037,10,10,1.324303254241313,-915.2651977539062,0.4585335164555794,0.845545457053897,2.2933476266728507,10,10,1.324303254241313,0,-0.2963566241941596,0.0714622779994032,0.0,False,200,0.359179171896653,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-38503,abodybuilder2,3446,-859.1708984375,0.7490793706102284,1.2941413014095744,3.0154934603303967,10,10,1.3268717054532513,-884.2379760742188,0.4631935941640601,0.8541511854820485,2.409688642440436,10,10,1.3268717054532513,0,-0.2858857764461683,0.0673014200442959,0.0,False,200,0.1232368765674701,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45370,abodybuilder2,3362,-861.8448486328125,0.7513105992560791,1.287078584038922,2.970090952242374,11,11,1.328881991488295,-887.3576049804688,0.4821063872982418,0.903695751392102,2.197928733255819,11,11,1.328881991488295,0,-0.2692042119578373,0.0673721614854463,0.0,False,200,1.1861538586499178,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45375,abodybuilder2,3541,-919.4064331054688,0.7694671486703684,1.3022003542740903,2.9032997102581617,10,10,1.3262733111636706,-948.6600952148438,0.4767693356007508,0.8732219262185857,2.50299019129609,10,10,1.3262733111636706,0,-0.2926978130696175,0.0950046910472504,0.0,True,193,0.0835708779522328,FIRE,
ADI-45379,abodybuilder2,3410,-882.0371704101562,0.7521077937591633,1.280631629508073,2.809152621655477,10,10,1.3296548672876336,-907.47412109375,0.4603489305808445,0.8609390774941487,2.513386089010245,10,10,1.3296548672876336,0,-0.2917588631783188,0.0717418577948645,0.0,True,168,0.0913375504982454,FIRE,
ADI-45383,abodybuilder2,3555,-921.5970458984376,0.7676952223948228,1.3123957763870775,4.53754851708146,9,9,1.3292621568917566,-950.4953002929688,0.4589214168943889,0.855905629657817,2.52788464188198,9,9,1.3292621568917566,0,-0.3087738055004339,0.0753052699173807,0.0,False,200,0.2046475384147874,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45389,abodybuilder2,3332,-853.190185546875,0.768262358562345,1.3066626109692796,2.8942870541417207,11,11,1.3251629414661033,-878.2315063476562,0.4777898574219278,0.8919459236356434,2.375962332659776,11,11,1.3251629414661033,0,-0.2904725011404171,0.0613971308611641,0.0,True,174,0.0998308120989609,FIRE,
ADI-45391,abodybuilder2,3386,-869.5055541992188,0.7693439162428475,1.313974330751479,2.628188942107489,11,11,1.3286781782691417,-894.6287841796875,0.4742329144713865,0.8895661392694112,2.471889329201464,11,11,1.3286781782691417,0,-0.295111001771461,0.0642077916003794,0.0,True,191,0.0788186299605181,FIRE,
ADI-45395,abodybuilder2,3444,-863.0405883789062,0.7684551301203174,1.3271391875024214,3.0994514340731403,9,9,1.3298125089789123,-890.7549438476562,0.4613538424013625,0.8602762048448483,2.2620982466612047,9,9,1.3298125089789123,0,-0.3071012877189548,0.0695084895780949,0.0,True,191,0.0822323483776995,FIRE,
ADI-45402,abodybuilder2,3595,-918.707275390625,0.7432865419348892,1.2751120183958788,2.58226507442861,8,8,1.329815040116875,-945.232666015625,0.4552391015575585,0.8523799190514688,2.096564202432104,8,8,1.329815040116875,0,-0.2880474403773306,0.0675962587253902,0.0,True,88,0.0899010359434459,FIRE,
ADI-45405,abodybuilder2,3402,-874.5988159179688,0.7832876672322211,1.333066267453834,4.100772494813455,10,10,1.3273047797331008,-902.27197265625,0.492477014063605,0.9106041958670448,3.929200811559008,10,10,1.3273047797331008,0,-0.2908106531686161,0.0723354179654381,0.0,False,200,0.1489957931467335,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45407,abodybuilder2,3416,-882.2662963867188,0.7658961353827192,1.3354291562621134,3.017773615950744,10,10,1.328084783484716,-907.33349609375,0.4865488129151594,0.9004950164790828,2.61352483822474,10,10,1.328084783484716,0,-0.2793473224675597,0.0681615019335392,0.0,False,200,0.1360304728517816,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45409,abodybuilder2,3451,-881.5789184570312,0.7600307471720811,1.2900762716334693,3.296939994383785,9,9,1.3269446489892691,-909.2088623046876,0.4686998404622878,0.8758881881800828,2.269644567815118,9,9,1.3269446489892691,0,-0.2913309067097932,0.0731412080906982,0.0,True,186,0.0999967639604409,FIRE,
ADI-45411,abodybuilder2,3390,-882.99365234375,0.7769079470153011,1.3550903325076062,2.8314872791452106,10,10,1.3297954360219917,-908.5264892578124,0.4739567445798418,0.891055573541164,2.4402800262343702,10,10,1.3297954360219917,0,-0.3029512024354592,0.0672565228207163,0.0,False,200,0.1388167459889881,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45425,abodybuilder2,3531,-901.0054931640624,0.7787506436012831,1.3580676395605018,2.8347108934571423,10,10,1.3276012828771333,-929.524658203125,0.4807482383450046,0.903293778878784,2.252594584624711,10,10,1.3276012828771333,0,-0.2980024052562785,0.0682925052435164,0.0,True,188,0.077958574715881,FIRE,
ADI-45429,abodybuilder2,3457,-895.9849853515625,0.7749374574960446,1.3308518870574215,3.0844732966638237,9,9,1.3306425821142205,-923.2047119140624,0.4761237423781793,0.880069828461606,3.193640295962628,9,9,1.3306425821142205,0,-0.2988137151178652,0.0740816861524216,0.0,True,191,0.0928558831348072,FIRE,
ADI-45433,abodybuilder2,3536,-910.4325561523438,0.7592244515650046,1.3055464452707006,3.210336965845497,9,9,1.3265926870955862,-936.5283203125,0.4698039531456002,0.8825311310280547,2.6370029728195425,9,9,1.3265926870955862,0,-0.2894204984194044,0.0635515533952121,0.0,True,91,0.0998455475426837,FIRE,
ADI-45438,abodybuilder2,3449,-865.278076171875,0.7602483805290562,1.3025349290079251,2.862883311936575,9,9,1.329219597475122,-891.3975219726562,0.4745418101020437,0.8918501435299223,2.5351082302456045,9,9,1.329219597475122,0,-0.2857065704270125,0.0697625085269387,0.0,False,200,0.4328204358498785,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45440,abodybuilder2,3403,-877.7418823242188,0.7449029383284694,1.272906012114091,2.658732563935505,10,10,1.3304079909147672,-900.4219360351562,0.4749454487073684,0.8959568393768814,2.6272932729599154,10,10,1.3304079909147672,0,-0.269957489621101,0.055448164444611,0.0,True,144,0.0993531201458178,FIRE,
ADI-45447,abodybuilder2,3478,-868.4086303710938,0.779151387727866,1.3354629600150998,3.1657666741174952,9,9,1.3275364907402547,-894.7732543945312,0.477131214205925,0.8907138076569565,2.5994797458445205,9,9,1.3275364907402547,0,-0.3020201735219409,0.0606647643378687,0.0,True,134,0.0849992575947646,FIRE,
ADI-45450,abodybuilder2,3434,-887.3998413085938,0.9817460918464946,1.3050625551109638,26.039566665317924,10,10,1.3295884484161693,-916.7167358398438,0.4693041996632303,0.885433862997152,2.30589521063235,10,10,1.3295884484161693,0,-0.5124418921832643,0.0670659225137985,0.0,False,200,0.1662969129050013,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45452,abodybuilder2,3421,-869.7586669921875,1.2352165997288918,1.3512123480778468,29.159477795407348,9,9,1.3278694497536505,-903.0376586914062,0.4698760583140571,0.8622549652650702,2.4277559135661413,9,9,1.3278694497536505,0,-0.7653405414148347,0.0617466029006653,0.0,True,176,0.0727018946041758,FIRE,
ADI-45454,abodybuilder2,3558,-903.172119140625,0.7370215375623953,1.268749186110394,2.7646149546737644,7,7,1.3263568923201468,-928.3181762695312,0.4606189241927603,0.8628441192782834,2.272005957213895,7,7,1.3263568923201468,0,-0.276402613369635,0.0580139995088666,0.0,True,119,0.0989703795489187,FIRE,
ADI-45456,abodybuilder2,3455,-878.2344970703125,1.0288678882254196,1.3170037302399906,29.055323419848243,9,9,1.3320104674569826,-908.7405395507812,0.4731556997638467,0.8754113173485967,2.2174786602958343,9,9,1.3320104674569826,0,-0.555712188461573,0.0707335822137228,0.0,False,200,0.2923510186271971,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45460,abodybuilder2,3422,-890.919677734375,0.75917535542766,1.2940938719933657,2.9169717081907325,10,10,1.3261724516579902,-915.7154541015624,0.4774696966072258,0.9011134793443444,2.3127344996175774,10,10,1.3261724516579902,0,-0.2817056588204342,0.0589909635286022,0.0,True,130,0.0932477473161758,FIRE,
ADI-45463,abodybuilder2,3380,-879.46630859375,0.7476503642910781,1.2690006195473356,2.808020748051165,10,10,1.3293478250028268,-904.233154296875,0.4714924256867625,0.8619703422570542,2.243587862894423,10,10,1.3293478250028268,0,-0.2761579386043156,0.0676896425681315,0.0,False,200,0.6053862766959359,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45465,abodybuilder2,3434,-863.6298217773438,0.7732315359843278,1.3138192392823511,3.1154863333827314,11,11,1.3296802043154492,-890.0424194335938,0.4726222201734968,0.878675875045297,3.417141553395167,11,11,1.3296802043154492,0,-0.300609315810831,0.0731116492661933,0.0,False,200,0.5239575432900001,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45470,abodybuilder2,3374,-855.9170532226562,0.7775904299642615,1.328838749972023,3.0993351320324263,10,10,1.3260741754389695,-882.1773071289062,0.4827168130371691,0.8956826635155211,2.8191503157257736,10,10,1.3260741754389695,0,-0.2948736169270924,0.0673323124306831,0.0,False,200,0.7779377863417666,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45476,abodybuilder2,3354,-856.6848754882812,0.7580470443733472,1.2966152254494758,2.877989643635123,10,10,1.3285696888456704,-880.9374389648438,0.481144799563644,0.8882925475379448,2.5136236113504324,10,10,1.3285696888456704,0,-0.2769022448097032,0.0662311388061919,0.0,False,200,0.1160406275974457,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45479,abodybuilder2,3428,-874.1115112304688,0.7546805104298738,1.285161498022979,3.3340762580707555,9,9,1.325697451144921,-901.2658081054688,0.4635674724501056,0.8604167806925712,2.288454017817708,9,9,1.325697451144921,0,-0.2911130379797682,0.0712910194419047,0.0,False,200,0.2127889853331778,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45481,abodybuilder2,3388,-852.6549682617188,0.7667179200901478,1.3124918078259025,2.6719780341016515,11,11,1.3304396458684726,-880.8306884765625,0.4592744939073414,0.8668110151169742,2.517197256820269,11,11,1.3304396458684726,0,-0.3074434261828064,0.0654214049916297,0.0,False,200,0.2607062786147256,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-45486,abodybuilder2,3712,-923.9031982421876,0.7582885415022627,1.2856377658283378,3.035900082476992,8,8,1.329097201264482,-950.5294799804688,0.4737712561499071,0.8798512196066519,2.23250877061034,8,8,1.329097201264482,0,-0.2845172853523555,0.0562945694301535,0.0,True,191,0.0921844117045637,FIRE,
ADI-45489,abodybuilder2,3544,-904.240234375,0.7472019010010126,1.2867773945584922,2.6883891359386,8,8,1.3307156977314276,-928.5829467773438,0.4818119689839739,0.9021518495653996,2.537010372697641,8,8,1.3307156977314276,0,-0.2653899320170387,0.0645555331471238,0.0,True,179,0.0745066014456305,FIRE,
ADI-45491,abodybuilder2,3533,-898.2167358398438,0.9648846079998664,1.3113382318224174,25.465636924299712,8,8,1.330617116851224,-928.8719482421876,0.4606478061067347,0.8547296438902932,2.724353207720464,8,8,1.330617116851224,0,-0.5042368018931316,0.0626788520062048,0.0,True,189,0.0834474337327587,FIRE,
ADI-45495,abodybuilder2,3361,-851.2722778320312,0.7754243060900455,1.3466971260639942,2.7124860111266336,11,11,1.3318648797313597,-879.8374633789062,0.4675862759017721,0.8883485960024167,2.43275288226432,11,11,1.3318648797313597,0,-0.3078380301882734,0.0998151529340918,0.0,True,139,0.0984531455234456,FIRE,
ADI-45498,abodybuilder2,3519,-895.2823486328125,0.7518942787998215,1.2799600376777327,2.813165857028508,10,10,1.3323188447208605,-921.36328125,0.4767398831715972,0.899227562309592,2.272421871930145,10,10,1.3323188447208605,0,-0.2751543956282242,0.06991488334615,0.0,True,171,0.0979085397376364,FIRE,
ADI-46677,abodybuilder2,3373,-870.5782470703125,0.7476534561363846,1.2628956590640312,2.8150423966811347,10,10,1.326891105501734,-894.3711547851562,0.4601696421094772,0.8656388446235372,2.159224668338586,10,10,1.326891105501734,0,-0.2874838140269073,0.0603142925849679,0.0,True,177,0.0962255790673882,FIRE,
ADI-46682,abodybuilder2,3380,-872.1834716796875,0.7428006938686196,1.252954035466097,2.680747113870189,10,10,1.3287684185801143,-896.7655029296875,0.4531609000038989,0.843002075949111,2.1774576442720948,10,10,1.3287684185801143,0,-0.2896397938647206,0.0648650516172265,0.0,True,179,0.064893115689896,FIRE,
ADI-46685,abodybuilder2,3507,-882.2051391601562,0.7631761579269344,1.3078755241169795,3.0559210240324264,9,9,1.3274521881664347,-907.8958129882812,0.4726801214241219,0.8706471444674087,2.9813667173568743,9,9,1.3274521881664347,0,-0.2904960365028124,0.0630173928005685,0.0,True,194,0.0984409401839715,FIRE,
ADI-46690,abodybuilder2,3344,-848.5916748046875,0.7527882819949956,1.2840216467611214,2.61704922101467,10,10,1.3284388920546744,-874.5845947265625,0.45999938704515,0.8579161677517474,2.094808253974493,10,10,1.3284388920546744,0,-0.2927888949498456,0.0682074341789329,0.0,False,200,0.1049064246142498,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-46692,abodybuilder2,3397,-885.757568359375,0.7504061527476044,1.276377185833822,2.739767516682953,9,9,1.3306774035990117,-910.767333984375,0.4693585764521384,0.8781300200144507,2.1651665067645327,9,9,1.3306774035990117,0,-0.2810475762954659,0.0604241676477345,0.0,True,132,0.0874917789549873,FIRE,
ADI-46695,abodybuilder2,3392,-864.0226440429688,0.7542824189349661,1.273641405191631,2.774343339790257,9,9,1.3306106893434115,-890.0499877929688,0.4655980116233874,0.8723209432111383,2.07822357643432,9,9,1.3306106893434115,0,-0.2886844073115786,0.0643247809462339,0.0,False,200,0.2395908485012587,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-46697,abodybuilder2,3574,-897.2425537109375,0.7458195278524441,1.2915464069703162,3.0840422466912707,9,9,1.3227105347409298,-922.398681640625,0.4661275857887369,0.860180972602438,2.445720304101916,9,9,1.3227105347409298,0,-0.2796919420637072,0.0588819331443074,0.0,True,119,0.0953234084449861,FIRE,
ADI-46704,abodybuilder2,3563,-906.1338500976562,0.7795021183019092,1.3309139141462856,2.796306915001863,9,9,1.3240916540250218,-935.226318359375,0.4748567397270417,0.8952068875482243,2.3803689994289026,9,9,1.3240916540250218,0,-0.3046453785748675,0.0671159637034377,0.0,False,200,0.1830884242326296,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-46706,abodybuilder2,3408,-870.3171997070312,0.7661133095468836,1.3022015376336926,3.704525964983146,9,9,1.3265531145025138,-896.8965454101562,0.4730981083156912,0.8908313257748133,2.221569493214586,9,9,1.3265531145025138,0,-0.2930152012311924,0.0665164983541984,0.0,True,183,0.0969604629841335,FIRE,
ADI-46708,abodybuilder2,3456,-884.8902587890625,0.7597734961837241,1.288292765654966,3.269702772867002,9,9,1.3263225656088875,-910.4752197265624,0.4687148527449957,0.8649349200672738,2.7212528583404776,9,9,1.3263225656088875,0,-0.2910586434387284,0.059239641922752,0.0,True,123,0.0976309352107645,FIRE,
ADI-46713,abodybuilder2,3394,-865.4678344726562,0.759174930342442,1.296288636100273,2.6300501695251857,10,10,1.3241443450791546,-891.1824951171875,0.4687051123951401,0.862956119282219,2.3134696713840786,10,10,1.3241443450791546,0,-0.2904698179473018,0.0655845530833394,0.0,False,200,0.1078021462029385,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47055,abodybuilder2,3452,-896.9764404296875,0.7654162478156836,1.30099278511683,2.8460967998576447,9,9,1.3200384193118258,-926.212890625,0.4573455188026581,0.853184895868278,2.5583324392408016,9,9,1.3200384193118258,0,-0.3080707290130254,0.0719607903344478,0.0,True,158,0.0990547626326933,FIRE,
ADI-47057,abodybuilder2,3512,-903.757080078125,0.7498910154856401,1.292513331391772,2.6985683146802857,9,9,1.3277946123646929,-928.9526977539062,0.4655391461696848,0.8792555725361115,2.36867441621572,9,9,1.3277946123646929,0,-0.2843518693159553,0.0669389106269192,0.0,False,200,0.1013137489654966,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47059,abodybuilder2,3364,-864.3845825195312,0.7623181317145951,1.3129167287074195,2.6590952060866138,9,9,1.3305434966863752,-890.0775756835938,0.469845057149971,0.8731652334204167,2.3365265800557253,9,9,1.3305434966863752,0,-0.292473074564624,0.0576200088706198,0.0,True,146,0.0992076123566974,FIRE,
ADI-47061,abodybuilder2,3439,-896.6886596679688,0.7472834350277187,1.2578125751246176,4.870900901207185,10,10,1.3252635200565672,-921.4014282226562,0.4671732573244895,0.881704544957841,2.200996481198109,10,10,1.3252635200565672,0,-0.2801101777032291,0.0647695549876391,0.0,False,200,0.2670308697603871,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47063,abodybuilder2,3471,-873.6911010742188,0.9759654977078334,1.2940545770994296,25.79272308196096,8,8,1.331603053369328,-903.527099609375,0.4795643791945966,0.8686462479266553,4.361433197391899,8,8,1.331603053369328,0,-0.4964011185132367,0.0694967089250896,0.0,True,175,0.090684249332514,FIRE,
ADI-47065,abodybuilder2,3521,-900.6707153320312,0.7681206755226923,1.2984774309758922,2.804057204276501,8,8,1.331534132877843,-931.4623413085938,0.4730700183961855,0.8778610474821548,2.4891060348070706,8,8,1.331534132877843,0,-0.2950506571265067,0.0897024535405713,0.0,True,156,0.0930972118792917,FIRE,
ADI-47067,abodybuilder2,3446,-888.697265625,0.7634645051488798,1.3210295139674626,3.1850353774146978,10,10,1.3300301263374388,-915.728515625,0.476666761478196,0.8756952777856646,2.403260181616623,10,10,1.3300301263374388,0,-0.2867977436706837,0.0849548801261981,0.0,False,200,0.8636718466698794,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47069,abodybuilder2,3514,-887.716796875,0.763539088589129,1.2976410975917152,2.820426544449165,9,9,1.329568319337946,-915.866943359375,0.4690548048847783,0.8694470893677609,2.4974435131640247,9,9,1.329568319337946,0,-0.2944842837043506,0.0808853627090346,0.0,True,89,0.0884638215409618,FIRE,
ADI-47071,abodybuilder2,3428,-882.3921508789062,0.7738563962134445,1.322780323200783,2.905796541392601,9,9,1.3285952735395523,-910.5252685546876,0.4801418398441398,0.8815072468350104,2.5177667149752323,9,9,1.3285952735395523,0,-0.2937145563693047,0.0791936411231554,0.0,True,193,0.0993353727071176,FIRE,
ADI-47073,abodybuilder2,3424,-866.164306640625,0.7879290627174672,1.3350486045579462,3.6394161360205657,11,11,1.329778120856501,-894.651611328125,0.4703204704767893,0.8705966401630646,2.3272853279889207,11,11,1.329778120856501,0,-0.3176085922406779,0.070804520903169,0.0,False,200,0.1413848570833986,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47075,abodybuilder2,3535,-912.8873291015624,0.761189383861503,1.302553893145095,3.4372262530768567,7,7,1.3314534615166291,-939.4544677734376,0.4751552177110093,0.8930868629177134,2.271364155918961,7,7,1.3314534615166291,0,-0.2860341661504937,0.0680668213604228,0.0,True,86,0.0995754862590515,FIRE,
ADI-47077,abodybuilder2,3401,-890.4666748046875,0.7586678056465218,1.3163495917122143,2.7724351050367297,9,9,1.328948899656635,-917.0330200195312,0.4687690685504587,0.8740314437830939,2.1919794180098866,9,9,1.328948899656635,0,-0.2898987370960631,0.0777914309775185,0.0,True,189,0.0908575619341325,FIRE,
ADI-47079,abodybuilder2,3511,-883.7432250976562,0.9827686078564132,1.2864586798247626,26.447183050752933,9,9,1.3236449372267451,-912.5360107421876,0.4681970073752911,0.8643672629465547,2.360064149845026,9,9,1.3236449372267451,0,-0.514571600481122,0.0640822243833128,0.0,False,200,0.1421995475371543,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47082,abodybuilder2,3504,-874.7731323242188,1.256038670445982,1.3259434155217051,32.23793595626844,9,9,1.329338862250029,-908.3424072265624,0.4894282411663631,0.9167802272290592,2.893079363465513,9,9,1.329338862250029,0,-0.766610429279619,0.0703212767978702,0.0,True,170,0.0933077250635747,FIRE,
ADI-47084,abodybuilder2,3459,-867.6713256835938,1.1799180923553512,1.317844479844738,27.009729671886976,9,9,1.3248356950168714,-900.392822265625,0.469680857317743,0.8774870921117774,2.7621094222778324,9,9,1.3248356950168714,0,-0.710237235037608,0.06537049975605,0.0,True,194,0.0946851618979068,FIRE,
ADI-47087,abodybuilder2,3451,-904.1664428710938,0.7355175984501022,1.2455604837435577,2.634605448189124,10,10,1.3278051569933842,-928.893310546875,0.4592444777334352,0.8474244675407449,2.3770854660441594,10,10,1.3278051569933842,0,-0.276273120716667,0.0646647621620591,0.0,True,149,0.0939838643930323,FIRE,
ADI-47090,abodybuilder2,3469,-876.0313720703125,1.2703088945494565,1.2944238361443,33.96868591818025,10,10,1.328559131598064,-909.716552734375,0.4828712795274329,0.894050777969007,2.462782290565956,10,10,1.328559131598064,0,-0.7874376150220234,0.0727928218744534,0.0,False,200,0.1266862489398833,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47092,abodybuilder2,3466,-892.1292724609375,0.7632582179139104,1.2904502965326723,2.826903687038647,10,10,1.3300965928532236,-919.1650390625,0.4788648346154092,0.8863773687289043,2.6643317505386435,10,10,1.3300965928532236,0,-0.2843933832985011,0.0744966337976453,0.0,False,200,0.6830901777329437,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47094,abodybuilder2,3535,-905.8721923828124,1.202722115204183,1.3071586220721767,28.975692285166392,9,9,1.327744566986966,-938.2891845703124,0.4664659162064259,0.8579634981033992,2.327059644044247,9,9,1.327744566986966,0,-0.736256198997757,0.0681338199501978,0.0,True,144,0.093762888289431,FIRE,
ADI-47096,abodybuilder2,3620,-920.69189453125,1.1540272673708751,1.291146483193231,27.96103113853564,9,9,1.3309019755051266,-951.3887329101562,0.4712024846605802,0.8621049143391557,2.4330392394101628,9,9,1.3309019755051266,0,-0.6828247827102949,0.0641115948212324,0.0,True,140,0.0979081374355933,FIRE,
ADI-47098,abodybuilder2,3404,-871.5496215820312,0.7436256725792106,1.2604758624926051,2.761075373305275,10,10,1.330270649480931,-895.3578491210938,0.4740082350134125,0.8747212549395509,2.212557609628268,10,10,1.330270649480931,0,-0.2696174375657981,0.0566524504519217,0.0,True,130,0.099014057704268,FIRE,
ADI-47100,abodybuilder2,3526,-903.5651245117188,0.7593519480996732,1.2899971030926456,3.5992510749886915,9,9,1.3291877611166316,-929.7288208007812,0.4792594040220801,0.887653911356129,2.514548063600261,9,9,1.3291877611166316,0,-0.2800925440775931,0.0681096412752427,0.0,True,83,0.0962045855195319,FIRE,
ADI-47103,abodybuilder2,3511,-892.0230102539062,0.7457883656554085,1.2662190240763789,2.9241367837229344,9,9,1.3298608262409444,-917.7782592773438,0.4650996945707133,0.8461765391062513,2.7462794206890337,9,9,1.3298608262409444,0,-0.2806886710846952,0.0735538687939899,0.0,True,77,0.0847994850847454,FIRE,
ADI-47105,abodybuilder2,3406,-863.5306396484375,0.7621583551381172,1.295890441753817,2.918528207006461,10,10,1.3271691036982367,-889.3951416015625,0.4599074475839495,0.8495538622443968,2.235113669674196,10,10,1.3271691036982367,0,-0.3022509075541677,0.0647823171131255,0.0,True,171,0.0997947977599968,FIRE,
ADI-47107,abodybuilder2,3406,-878.9844360351562,1.0041968314829446,1.3048983382822352,26.95347763065764,10,10,1.330807108211311,-907.11279296875,0.4794127500875912,0.8813824832845741,2.429843410248018,10,10,1.330807108211311,0,-0.5247840813953533,0.0589887931133431,0.0,True,111,0.0940960054920374,FIRE,
ADI-47111,abodybuilder2,3467,-888.9419555664062,0.7600646494575352,1.2976171751599848,2.600283213219948,9,9,1.328744640488258,-914.2960205078124,0.4700838169333734,0.8797510767045156,2.280524078091093,9,9,1.328744640488258,0,-0.2899808325241617,0.0602515771323555,0.0,True,117,0.0998279483271205,FIRE,
ADI-47113,abodybuilder2,3450,-871.3169555664062,0.7565559685046617,1.299461585980718,2.620060831397925,10,10,1.3235684638740155,-897.9932861328125,0.4679246819615404,0.8767951120286598,2.3445434224574613,10,10,1.3235684638740155,0,-0.2886312865431212,0.0768183556992872,0.0,False,200,0.4722691819210382,FIRE,NOT_CONVERGED_WITHIN_MAX_STEPS
ADI-47116,abodybuilder2,3500,-886.9041137695312,0.7688462728337074,1.3104600987136978,3.589205316661399,9,9,1.3239789841819778,-915.5260620117188,0.4704925323816373,0.8628624533733094,3.622918240797658,9,9,1.3239789841819778,0,-0.2983537404520701,0.0780308638307723,0.0,True,148,0.0978171505691444,FIRE,
