antibody_id,pair_hash,predictor,model,input,pdb_path,structure_hash,runtime_s,success,n_chains,chain_ids,vh_len,vl_len,error,mean_plddt,chain_lens.A,chain_lens.B
ADI-45488,adc2a850fa33888ec8d4dd1511018486,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/adc2a850fa33888ec8d4dd1511018486.pdb,12644a4522ad79ec62cfdab190c88497,5.463997468352318,True,2,"A,B",123,110,,73.96772003173828,123,110
ADI-47298,add9349f6d52517905999e3c1af6bf8b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/add9349f6d52517905999e3c1af6bf8b.pdb,588224ae360bc6fcadd5f423d7de9d4c,4.881721884943545,True,2,"A,B",120,108,,73.56044006347656,120,108
ADI-47128,af62165dee004896051ed9e5805c4e19,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/af62165dee004896051ed9e5805c4e19.pdb,a250f8b735293c1d566399a8afbc71d6,5.518132148310542,True,2,"A,B",127,108,,70.61438751220703,127,108
ADI-47058,b1d21cf08b78d40ca6bffcdcc4367c1f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b1d21cf08b78d40ca6bffcdcc4367c1f.pdb,e81b44dd2de4abc966db2bd7aab4d2d6,4.821928745135665,True,2,"A,B",119,108,,74.4532241821289,119,108
ADI-47227,b26f41819e91b9d7a6dfcdbd8affc8eb,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b26f41819e91b9d7a6dfcdbd8affc8eb.pdb,b93c8b37a69e911fa1ecad0a7a1d5580,5.606902897357941,True,2,"A,B",125,113,,71.23606872558594,125,113
ADI-47265,b2b8adcb5e79bd26bc811193c282c9bc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b2b8adcb5e79bd26bc811193c282c9bc.pdb,12faae038fae76d6d7b7231cd9c5e985,5.623177277855575,True,2,"A,B",130,109,,72.83556365966797,130,109
ADI-46701,b3bf86473c7e80d939bafc5a5fa52e6b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b3bf86473c7e80d939bafc5a5fa52e6b.pdb,339adb9cb2fa5037a5f41f3bbb7894dc,4.761006417684257,True,2,"A,B",119,107,,73.38097381591797,119,107
ADI-45393,b3e6a27d6e27882c23c09a2a1a070073,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b3e6a27d6e27882c23c09a2a1a070073.pdb,d1bf5291a94007f70409ec9b97cb8c93,5.055011972784996,True,2,"A,B",123,108,,71.97958374023438,123,108
ADI-45491,b517d6d059659d408a38f721a3f5b28f,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b517d6d059659d408a38f721a3f5b28f.pdb,6abd5bae47123cd1e17aa78ba815929a,5.47408710885793,True,2,"A,B",120,113,,71.45841979980469,120,113
ADI-45452,b58d6da79839b275b05cb931c385cd2d,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b58d6da79839b275b05cb931c385cd2d.pdb,7194b539a61cf8e89d239c829c4e6355,4.808592748828232,True,2,"A,B",120,107,,70.50360870361328,120,107
ADI-47225,b5bd1bd9e6db8dd7de352847bdf4f8fd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b5bd1bd9e6db8dd7de352847bdf4f8fd.pdb,573fa1df510c61d9b1cac24ebd0c116d,4.994096946902573,True,2,"A,B",120,110,,70.6429672241211,120,110
ADI-47280,b64fc18c07215d4f8b43c3cfb264342c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b64fc18c07215d4f8b43c3cfb264342c.pdb,d6c3e079e2c020c9bf5bab1c65eb1c43,5.054886503145099,True,2,"A,B",123,108,,72.40440368652344,123,108
ADI-47289,b7030f453db7dd4cd74a09d83ac03ab4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b7030f453db7dd4cd74a09d83ac03ab4.pdb,587762539c0e256a55fad45f30bdec2d,4.8128629717975855,True,2,"A,B",119,108,,72.84769439697266,119,108
ADI-47077,b775e09c4da84747a942d9096b82a722,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b775e09c4da84747a942d9096b82a722.pdb,a55cf920df1d216ee89e8b32499e7ca7,5.432778168469667,True,2,"A,B",122,110,,72.10836791992188,122,110
ADI-47131,b81a683d65f84b1f1ece6a8c56fb2ec2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b81a683d65f84b1f1ece6a8c56fb2ec2.pdb,0a4e20bcdad632b1756816dea1207f88,5.517684571444988,True,2,"A,B",128,107,,73.24224853515625,128,107
ADI-47123,b8564468d6e62d14fbbeedb4b092645b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b8564468d6e62d14fbbeedb4b092645b.pdb,665373b08d33341fbd58f4c79d3ad8cc,4.932708864100277,True,2,"A,B",122,107,,72.15933990478516,122,107
ADI-45481,b95c3f5b9efbfd312744f1836a10c0d0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b95c3f5b9efbfd312744f1836a10c0d0.pdb,721cbd84983c8318f9c4eb1fcbdcfbe7,4.752222337760031,True,2,"A,B",118,108,,74.13436126708984,118,108
ADI-47317,b9c670627e59bff83fe04990f1b23ffa,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/b9c670627e59bff83fe04990f1b23ffa.pdb,1751c86a954ab3ec1e0a7ae31915049e,5.522741648368537,True,2,"A,B",125,110,,72.15338897705078,125,110
ADI-47296,bdb3018478cc3679cdbcde28d0be985c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/bdb3018478cc3679cdbcde28d0be985c.pdb,1912715da91d55495801353b06b9de54,4.803050082176924,True,2,"A,B",119,108,,71.6483154296875,119,108
ADI-45422,bf514614011f0d05ccf7d48fae411519,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/bf514614011f0d05ccf7d48fae411519.pdb,c1ab8ff89b9044f4ecd76375f605e447,5.063789393752813,True,2,"A,B",122,109,,74.4283447265625,122,109
ADI-46683,bfb94ab5dcfcd0aa66c4124ce6b53cc6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/bfb94ab5dcfcd0aa66c4124ce6b53cc6.pdb,0689a477b4909d0160e0fc7a7764f97f,5.057764725759625,True,2,"A,B",122,109,,72.54054260253906,122,109
ADI-45391,c00d4ca18c48f32ebfc8a37d71aa5de2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c00d4ca18c48f32ebfc8a37d71aa5de2.pdb,0c60053f0a3adc91f72d3f9f216c7150,4.8933492647483945,True,2,"A,B",118,110,,73.16831970214844,118,110
ADI-46692,c0671ae13e611fabaaed705f40e72d4a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c0671ae13e611fabaaed705f40e72d4a.pdb,9d04b70851e5bf91af782db1f4f29b51,4.800288030877709,True,2,"A,B",121,106,,74.92070007324219,121,106
ADI-47286,c08ecbb0483b59738b78b3a4cdffe1d0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c08ecbb0483b59738b78b3a4cdffe1d0.pdb,fabed0ae9b8e48bbf14393688d247595,5.059847991913557,True,2,"A,B",124,107,,71.46505737304688,124,107
ADI-45469,c090fcf6d53b7475fe29d08e8caf67ac,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c090fcf6d53b7475fe29d08e8caf67ac.pdb,50cac1bb1d2613c1ee7bedb297389274,5.5356620317325,True,2,"A,B",125,110,,71.99647521972656,125,110
ADI-47160,c0919110518b1ffc6ee307ba5a3da6dd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c0919110518b1ffc6ee307ba5a3da6dd.pdb,ca32b09f832e1b4f347452454f393f22,4.998589446768165,True,2,"A,B",121,109,,69.70693969726562,121,109
ADI-47224,c1262a1033e17c9f544720207a5a4af9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c1262a1033e17c9f544720207a5a4af9.pdb,8429516e8f50152c5abefb607502aa30,5.500073456205428,True,2,"A,B",121,113,,72.50977325439453,121,113
ADI-45446,c284826bf995740467e1e441040736dd,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c284826bf995740467e1e441040736dd.pdb,9272f2abf73279bbd1cf36f87cbd956f,4.819584108889103,True,2,"A,B",117,110,,71.43944549560547,117,110
ADI-47254,c34f293269f493229879b46ed0312511,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c34f293269f493229879b46ed0312511.pdb,f9ccf97377466c164eb76e4b13e5784a,5.465778714045882,True,2,"A,B",125,108,,72.08455657958984,125,108
ADI-47059,c37e0bb5eab6004d9e16843ebe256787,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c37e0bb5eab6004d9e16843ebe256787.pdb,d10e0c552aa868464db767d4d91b0e09,4.889466657303274,True,2,"A,B",121,107,,73.36565399169922,121,107
ADI-47081,c4049542b614865248b652022f4ec557,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c4049542b614865248b652022f4ec557.pdb,d12986aa12d5377afcc274c93c8bf325,4.758202543482184,True,2,"A,B",119,107,,71.51383972167969,119,107
ADI-47181,c4cff91fc5977b75cd619db14c9c266b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c4cff91fc5977b75cd619db14c9c266b.pdb,fe1e07401d334433d9bf50f9c8f10af3,4.931031639687717,True,2,"A,B",121,108,,71.47657012939453,121,108
ADI-47061,c567ae6f15c78bdb1a85fb8dfb3d1341,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c567ae6f15c78bdb1a85fb8dfb3d1341.pdb,53281d3954998838d0dc8227668afca2,5.006304026581347,True,2,"A,B",122,108,,75.09098815917969,122,108
ADI-47063,c5cd5f9c0e3ac15d48f71161aad64776,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/c5cd5f9c0e3ac15d48f71161aad64776.pdb,8972e4b1b89608b69fe8421ad11f3ddb,4.990986231714487,True,2,"A,B",123,107,,70.50155639648438,123,107
ADI-47101,ca5cdc1531353121107bf51c2c555217,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ca5cdc1531353121107bf51c2c555217.pdb,c603e5d84778e73c2cd1268d6d47ad1c,5.014169318601489,True,2,"A,B",121,109,,72.62185668945312,121,109
ADI-47119,cae64b36c454ae38265e013191e785e9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/cae64b36c454ae38265e013191e785e9.pdb,3ebbebc97e5757ae65df28f69e942c3a,5.512425549328327,True,2,"A,B",125,110,,72.96823120117188,125,110
ADI-37121,cc102c23204c9063dedf274ab0855ca4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/cc102c23204c9063dedf274ab0855ca4.pdb,8e02d41951f87466dfca91e51697d199,5.473218524828553,True,2,"A,B",121,112,,71.59257507324219,121,112
ADI-47308,cf157665574301c159dddf110833d575,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/cf157665574301c159dddf110833d575.pdb,78816d107ac0c573ef36fa413afc98fe,5.46674198191613,True,2,"A,B",126,107,,71.87641906738281,126,107
ADI-47073,cf72e27857f1aff08ce609778f76a572,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/cf72e27857f1aff08ce609778f76a572.pdb,fe4d19998bea2351e15699ca364ff681,4.994048051536083,True,2,"A,B",119,111,,72.67403411865234,119,111
ADI-45389,cfdef1c6920959ab375132d336a712fb,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/cfdef1c6920959ab375132d336a712fb.pdb,3a2d508411d54853bef30dd815d0b6dc,4.814153539016843,True,2,"A,B",117,110,,72.89627838134766,117,110
ADI-47154,d00d203079859b254e3f6b7d78f81bde,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d00d203079859b254e3f6b7d78f81bde.pdb,d1d16ad471bf157aa198a27a4574a320,5.056970330886543,True,2,"A,B",124,107,,72.55184936523438,124,107
ADI-47207,d152564288727e2a17c80447bfaf1c78,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d152564288727e2a17c80447bfaf1c78.pdb,5bce4fe96b2dff733aaee48c79ab7845,5.548392737284303,True,2,"A,B",124,112,,71.54011535644531,124,112
ADI-47281,d16ab12647be91c2c81e41cc90bc6aec,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d16ab12647be91c2c81e41cc90bc6aec.pdb,60f209e59da5bf6241ce0d5a899a2d56,4.995987885631621,True,2,"A,B",120,110,,72.81216430664062,120,110
ADI-47319,d19046a1ec228f15a35ae0599a0ff2a9,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d19046a1ec228f15a35ae0599a0ff2a9.pdb,73f558983209513622fc27d7403fa8fe,4.673232540488243,True,2,"A,B",116,109,,70.43709564208984,116,109
ADI-47166,d1a59d27b1bf173d20f893dc0df27826,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d1a59d27b1bf173d20f893dc0df27826.pdb,3efcbdf2693e84fcdf6605a3d80be286,5.5971686989068985,True,2,"A,B",128,110,,71.96051025390625,128,110
ADI-47295,d1ac9c37d4153b36358f321de510dc6e,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d1ac9c37d4153b36358f321de510dc6e.pdb,17e5e21f1cb9a9156d25b5a9abf11555,5.051747716031969,True,2,"A,B",122,109,,74.3269271850586,122,109
ADI-47090,d221a2a6db4ff8addb3cea4626948e8c,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d221a2a6db4ff8addb3cea4626948e8c.pdb,0e829af2f78ed3595f9bdfd8277b6522,5.511376447044313,True,2,"A,B",125,110,,73.22071075439453,125,110
ADI-47125,d2719190a1360f1cde614ea6a7e5cdfc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d2719190a1360f1cde614ea6a7e5cdfc.pdb,0c03a25c74ffa5c8c4e456c2f9361db2,5.514727142639458,True,2,"A,B",126,108,,72.75858306884766,126,108
ADI-46693,d28730e7e7b7d9a397ed2ac80a5ead79,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d28730e7e7b7d9a397ed2ac80a5ead79.pdb,67a5bd0f9d5dbdb51e9fc949358f8230,5.562645060010254,True,2,"A,B",129,108,,72.0367431640625,129,108
ADI-47205,d2f5ea3afda53323777d91b6a8c39da5,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d2f5ea3afda53323777d91b6a8c39da5.pdb,53be7090c3960e0002112bbad12fe147,5.467624315991998,True,2,"A,B",126,107,,71.39153289794922,126,107
ADI-45456,d380e4417dc1b04b60ea83153216926a,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d380e4417dc1b04b60ea83153216926a.pdb,9c1f75af7e7a855f0b880aeb597085d3,4.997504560276866,True,2,"A,B",123,107,,74.18031311035156,123,107
ADI-45382,d4016dd387dd40a2e1fd806b19b521c5,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d4016dd387dd40a2e1fd806b19b521c5.pdb,c397b3107b791d281d82878e14c9dfb8,5.613864769227803,True,2,"A,B",129,109,,72.14434051513672,129,109
ADI-47140,d42e73029a847706bd30e02f4ffb7dbc,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d42e73029a847706bd30e02f4ffb7dbc.pdb,638e0bcfa0a52ea5a92150914266f290,5.620794283226132,True,2,"A,B",126,112,,69.23275756835938,126,112
ADI-47233,d4a2522518630dc584ecaa420f35e488,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d4a2522518630dc584ecaa420f35e488.pdb,7c9cb8b736b0ae96dac59766b557985c,5.513073715381324,True,2,"A,B",127,108,,72.98387145996094,127,108
ADI-47062,d4dfa7ebab1e81bc0eb9d13542c6c477,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d4dfa7ebab1e81bc0eb9d13542c6c477.pdb,4ab20e99c04c6468aa5b5cdb09c5d688,4.803164177574217,True,2,"A,B",120,107,,73.57549285888672,120,107
ADI-47129,d68271f6332c0b34179548e53a81e9cf,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d68271f6332c0b34179548e53a81e9cf.pdb,43ce2d042c81dc533364580ea419db1b,5.5040304977446795,True,2,"A,B",127,107,,71.81590270996094,127,107
ADI-47068,d6baffa7aeb993aafffb87c9b8708a11,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d6baffa7aeb993aafffb87c9b8708a11.pdb,e1bcad36fc61788c190550bd94ef7657,5.47824177891016,True,2,"A,B",120,113,,73.64473724365234,120,113
ADI-47112,d6dfb5a04ddc833343c8f8060e08a4e2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d6dfb5a04ddc833343c8f8060e08a4e2.pdb,88752d6009a345a9f536c72894bffa8b,4.920209912583232,True,2,"A,B",121,108,,72.40532684326172,121,108
ADI-47245,d88353cf78007c5f50a75edf0ecf4df6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d88353cf78007c5f50a75edf0ecf4df6.pdb,8c89f9ef38c21588e8bdd72d80ae07a5,5.851859875023365,True,2,"A,B",132,111,,69.61479187011719,132,111
ADI-47311,d91c5a4fb83ae9937b91bd9ed74e8742,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/d91c5a4fb83ae9937b91bd9ed74e8742.pdb,eb121402d58d6c9c9de857262ea78a86,4.817547705955803,True,2,"A,B",117,110,,73.54712677001953,117,110
ADI-45411,da125927676614c6196971480c153bef,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/da125927676614c6196971480c153bef.pdb,3598833177e3aa240eef9d7b200b33f1,4.814875320531428,True,2,"A,B",117,110,,73.36123657226562,117,110
ADI-45413,dac0ca9073115d7133061b297fd78567,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/dac0ca9073115d7133061b297fd78567.pdb,7b1570e0fa7f7db24f2ac3b0d02f06d6,4.544476607814431,True,2,"A,B",114,107,,71.44363403320312,114,107
ADI-45405,dbee3451c08e2aaebb8d0822bd64c2ed,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/dbee3451c08e2aaebb8d0822bd64c2ed.pdb,8d6b276b6c69e4a465a553b9d377a67c,5.061838340014219,True,2,"A,B",121,110,,71.33320617675781,121,110
ADI-46704,dc92516fda2907bb1eaf1d2e4b385438,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/dc92516fda2907bb1eaf1d2e4b385438.pdb,c8a229718957d81b40f9b2fcf5279e65,5.570241507142782,True,2,"A,B",128,109,,70.84947204589844,128,109
ADI-47126,ddada534f95d85948fdb95b3254d5318,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ddada534f95d85948fdb95b3254d5318.pdb,0da0c97cd34b9b6b16f96d43ed7f2035,5.066477375105023,True,2,"A,B",123,108,,70.89402770996094,123,108
ADI-47218,dde4276a506503206d308c60deee276b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/dde4276a506503206d308c60deee276b.pdb,481e0bc22dbb67dcdc3f11f8c32991a4,5.02000795211643,True,2,"A,B",123,107,,73.970703125,123,107
ADI-47139,ddf57f2ce6ec1de23353ca63d4ae8aef,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/ddf57f2ce6ec1de23353ca63d4ae8aef.pdb,206ff2527c5a4b7af690078b31af5d13,5.504357854835689,True,2,"A,B",124,110,,73.0644760131836,124,110
ADI-45370,de4db22b5273884b99f15aa3e40cdf26,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/de4db22b5273884b99f15aa3e40cdf26.pdb,39dcced568b7a85b0ed6d925012ac814,4.880586159415543,True,2,"A,B",118,110,,72.54962158203125,118,110
ADI-47285,de9ff9cb4094dcec9b472682c5b9fc19,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/de9ff9cb4094dcec9b472682c5b9fc19.pdb,360f0731bd034493a33cf496d9abdfe3,5.512133953161538,True,2,"A,B",127,107,,73.37580108642578,127,107
ADI-47056,debb42d72ee0f2aa6518a0de7ff40308,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/debb42d72ee0f2aa6518a0de7ff40308.pdb,b9da756bb26e780332d73f655ee2bcc5,5.045748049393296,True,2,"A,B",123,108,,73.2868423461914,123,108
ADI-45433,df58fddb06486d0a8a6c140ea4245d80,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/df58fddb06486d0a8a6c140ea4245d80.pdb,8b709a3aa293294835e26732bd7208be,5.510167238302529,True,2,"A,B",124,110,,73.63782501220703,124,110
ADI-47096,e195e98dfb2576195e8a087e80ec83de,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e195e98dfb2576195e8a087e80ec83de.pdb,bcdf338e84b097a6a5e0bfb034f964b2,5.626163438893855,True,2,"A,B",126,112,,72.26951599121094,126,112
ADI-47161,e2a2aaa27b8b7cf6e7341472f9d60b48,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e2a2aaa27b8b7cf6e7341472f9d60b48.pdb,3e3580f724be877521c3d6d606f5a8d8,5.560627952218056,True,2,"A,B",125,112,,70.9872817993164,125,112
ADI-45407,e2bd624a2bc8b59d498d60b9ec68ffd2,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e2bd624a2bc8b59d498d60b9ec68ffd2.pdb,9a0f41538b65327b97bad8e366663139,5.531323598697782,True,2,"A,B",125,110,,73.14311981201172,125,110
ADI-47082,e396ccf1a4c9a2bba3f769fc94f7ec8b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e396ccf1a4c9a2bba3f769fc94f7ec8b.pdb,67042758562ce604568b1ea2f61fd007,5.464278218336403,True,2,"A,B",121,112,,70.70475769042969,121,112
ADI-47322,e49c5846b699422a5ae7002778e987c8,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e49c5846b699422a5ae7002778e987c8.pdb,ea573403770d2b60e1316d00ee680b54,4.890317467041314,True,2,"A,B",121,107,,72.43446350097656,121,107
ADI-47220,e5645bf1c84472a98619435421a794e0,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e5645bf1c84472a98619435421a794e0.pdb,af4cf8168a2ac5902e8837f5b9950c0c,4.888223899528384,True,2,"A,B",121,107,,72.62957000732422,121,107
ADI-47152,e56a6b2376a861a0391afaf315ad38b4,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e56a6b2376a861a0391afaf315ad38b4.pdb,ef984233d35c98a8fefe4e46b8220556,5.436592775397003,True,2,"A,B",122,110,,71.11876678466797,122,110
ADI-47293,e5b9dc2f2150a77aa57bff7d4e4d01a5,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e5b9dc2f2150a77aa57bff7d4e4d01a5.pdb,e8d2fded4df12ec23c7f7c6b963d76bd,5.01618560962379,True,2,"A,B",122,108,,72.29325866699219,122,108
ADI-47257,e895ab4c1e6588bfe49ccaafe1085147,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e895ab4c1e6588bfe49ccaafe1085147.pdb,2924ecce8fe81198c7b3e50a42d5aea5,4.885627930983901,True,2,"A,B",119,109,,75.11823272705078,119,109
ADI-45450,e89ba2ac4008709fac797e9f1a1675e6,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e89ba2ac4008709fac797e9f1a1675e6.pdb,fc296a77a6a12b8998be03ae311d6c5d,4.8868086487054825,True,2,"A,B",119,109,,71.9769515991211,119,109
ADI-47071,e8e7989fbe927e1e8a6f231273f9e534,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e8e7989fbe927e1e8a6f231273f9e534.pdb,4ff6cd47a36ce0b4db1b05c20e155aea,4.9280081344768405,True,2,"A,B",121,108,,72.75831604003906,121,108
ADI-47127,e9dadc962e970646dc43438dc319fa7b,ESMFold_native,esmfold_v1,VH:VL,/workspace_developability_acquisition/gate_b2/cache/structures/esmfold_native/e9dadc962e970646dc43438dc319fa7b.pdb,236a493bd96b7d11d1fbbf1ddc917f17,5.843271702528,True,2,"A,B",128,114,,68.88642120361328,128,114
