experiment_code,representation,topology,annotation,representation_context,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,abs_PS,public_mae,private_mae,test_overall_mae,public_private_delta,public_private_gap,test_minus_cv_mean,high_n_high,high_mae_high,high_mean_signed_error,high_obs_min,high_obs_max,high_pred_min,high_pred_max,provenance,internal_rank,external_rank,rank_change
EXP-H232,ablang2_unpaired,XREG,BASE,PAIRED_NATIVE,0.5601382134049028,0.5287774275320547,0.5444578204684787,0.5601382134049028,0.031360785872848,0.4827378726535373,0.4864714714332861,0.4846046720434117,-0.0037335987797488257,0.0037335987797488257,-0.059853148425067004,7,2.833480389186313,-2.833480389186313,11.643,13.856,9.208062934875487,9.947300910949709,prospective_relative_to_factorial_freeze,160.0,130.0,-30.0
EXP-H233,ablang2_unpaired,XREG,IMGT,PAIRED_NATIVE,0.5548915935092502,0.5179022805955674,0.5363969370524089,0.5548915935092502,0.0369893129136827,0.5185537172482334,0.4980197693624616,0.5082867433053475,0.020533947885771786,0.020533947885771786,-0.028110193747061363,7,2.968429664611816,-2.968429664611816,11.643,13.856,9.13490047454834,9.942951774597168,prospective_relative_to_factorial_freeze,122.0,197.0,75.0
EXP-H234,ablang2_unpaired,XREG,REGION,PAIRED_NATIVE,0.5743566054826902,0.5078228892573604,0.5410897473700254,0.5743566054826902,0.0665337162253297,0.468752547746823,0.4791537647011838,0.4739531562240034,-0.010401216954360804,0.010401216954360804,-0.06713659114602194,7,2.9204869853428437,-2.9204869853428437,11.643,13.856,9.12786350250244,9.863666343688966,prospective_relative_to_factorial_freeze,146.0,61.0,-85.0
EXP-H235,ablang2_unpaired,XREG,FULL,PAIRED_NATIVE,0.5391901951071656,0.5323717358907063,0.535780965498936,0.5391901951071656,0.0068184592164592,0.48813676349027657,0.49629745219666277,0.4922171078434696,-0.008160688706386199,0.008160688706386199,-0.04356385765546633,7,2.920631998334611,-2.920631998334611,11.643,13.856,9.189003562927246,9.95362434387207,prospective_relative_to_factorial_freeze,116.0,165.0,49.0
EXP-H236,ablang2_unpaired,FUSE,BASE,PAIRED_NATIVE,0.5591621814303928,0.5151136912122185,0.5371379363213056,0.5591621814303928,0.0440484902181742,0.4831007479443959,0.4841300241917738,0.48361538606808485,-0.0010292762473779193,0.0010292762473779193,-0.053522550253220724,7,2.885520080566406,-2.885520080566406,11.643,13.856,9.289277458190918,9.953941917419431,prospective_relative_to_factorial_freeze,125.0,125.0,0.0
EXP-H237,ablang2_unpaired,FUSE,IMGT,PAIRED_NATIVE,0.5575008509129653,0.5415615080845207,0.549531179498743,0.5575008509129653,0.0159393428284445,0.5023263802234036,0.4832996627430857,0.49281302148324474,0.019026717480317867,0.019026717480317867,-0.05671815801549823,7,3.0813897715977254,-3.0813897715977254,11.643,13.856,9.119997787475588,9.715836906433106,prospective_relative_to_factorial_freeze,177.0,167.0,-10.0
EXP-H238,ablang2_unpaired,FUSE,REGION,PAIRED_NATIVE,0.5723382484059275,0.5123497516019845,0.542344000003956,0.5723382484059275,0.059988496803943,0.48120285429777904,0.4708532465240101,0.4760280504108946,0.01034960777376892,0.01034960777376892,-0.06631594959306142,7,2.779812802995955,-2.779812802995955,11.643,13.856,9.330392837524414,9.801557731628415,prospective_relative_to_factorial_freeze,150.0,73.0,-77.0
EXP-H239,ablang2_unpaired,FUSE,FULL,PAIRED_NATIVE,0.5186338004594968,0.5336480930940605,0.5261409467767786,0.5336480930940605,0.0150142926345636,0.4901361185709636,0.4890547823493864,0.489595450460175,0.0010813362215772448,0.0010813362215772448,-0.03654549631660359,7,3.0220260522024978,-3.0220260522024978,11.643,13.856,9.17343635559082,9.592844009399414,prospective_relative_to_factorial_freeze,68.0,154.0,86.0
EXP-H240,esm1b,SEP,BASE,SEPARATE_CHAIN,0.5815431989034017,0.5037054522949973,0.5426243255991995,0.5815431989034017,0.0778377466084043,0.46495661530671295,0.45027814898078833,0.45761738214375064,0.014678466325924622,0.014678466325924622,-0.08500694345544885,7,2.862650098528181,-2.862650098528181,11.643,13.856,9.114803314208984,9.912728881835935,prospective_relative_to_factorial_freeze,152.0,7.0,-145.0
EXP-H241,esm1b,SEP,IMGT,SEPARATE_CHAIN,0.5382423231336806,0.5186970102286633,0.5284696666811719,0.5382423231336806,0.0195453129050172,0.5047495302741908,0.4507085786042391,0.4777290544392151,0.05404095166995171,0.05404095166995171,-0.050740612241956806,7,3.1456877474103657,-3.1456877474103657,11.643,13.856,9.12341251373291,9.453174591064451,prospective_relative_to_factorial_freeze,78.0,82.0,4.0
EXP-H242,esm1b,SEP,REGION,SEPARATE_CHAIN,0.5414800641566146,0.526144785610246,0.5338124248834304,0.5414800641566146,0.0153352785463686,0.4967101290667501,0.46848600458215783,0.482598066824454,0.028224124484592272,0.028224124484592272,-0.051214358058976395,7,2.8555853609357555,-2.8555853609357555,11.643,13.856,9.13209056854248,10.000189399719238,prospective_relative_to_factorial_freeze,100.0,114.0,14.0
EXP-H243,esm1b,SEP,FULL,SEPARATE_CHAIN,0.6115623577259205,0.5318497153388129,0.5717060365323667,0.6115623577259205,0.0797126423871076,0.5028980818383486,0.45830201721191405,0.48060004952513136,0.04459606462643456,0.04459606462643456,-0.09110598700723538,7,2.8452896020071847,-2.8452896020071847,11.643,13.856,9.228568267822263,9.723469352722168,prospective_relative_to_factorial_freeze,197.0,98.0,-99.0
EXP-H244,esm1b,JOINT,BASE,SEPARATE_CHAIN,0.5419995837741427,0.5085571312139064,0.5252783574940245,0.5419995837741427,0.0334424525602362,0.4608922935768409,0.4599925333658854,0.4604424134713631,0.0008997602109555025,0.0008997602109555025,-0.06483594402266141,7,2.702105021885463,-2.702105021885463,11.643,13.856,9.139581680297852,10.483774948120118,prospective_relative_to_factorial_freeze,62.0,10.0,-52.0
EXP-H245,esm1b,JOINT,IMGT,SEPARATE_CHAIN,0.5330294180034119,0.546369890189465,0.5396996540964385,0.546369890189465,0.0133404721860531,0.49664392061586715,0.4688856730519992,0.48276479683393314,0.027758247563867966,0.027758247563867966,-0.056934857262505356,7,3.0538390470232284,-3.0538390470232284,11.643,13.856,9.123905563354493,9.538372230529784,prospective_relative_to_factorial_freeze,140.0,116.0,-24.0
EXP-H246,esm1b,JOINT,REGION,SEPARATE_CHAIN,0.5657461445184401,0.5274001254799925,0.5465731349992162,0.5657461445184401,0.0383460190384475,0.48235925622633935,0.48715020959171235,0.48475473290902593,-0.004790953365372996,0.004790953365372996,-0.061818402090190294,7,2.702238045828683,-2.702238045828683,11.643,13.856,9.175245666503908,10.500146293640135,prospective_relative_to_factorial_freeze,166.0,132.0,-34.0
EXP-H247,esm1b,JOINT,FULL,SEPARATE_CHAIN,0.5634784555317442,0.5088310207790798,0.536154738155412,0.5634784555317442,0.0546474347526644,0.4740382823237666,0.4552122284689067,0.4646252553963366,0.018826053854859914,0.018826053854859914,-0.07152948275907545,7,2.9722968684605187,-2.9722968684605187,11.643,13.856,9.068866729736328,9.762458610534669,prospective_relative_to_factorial_freeze,121.0,21.0,-100.0
EXP-H248,esm1b,REG-SEP,BASE,SEPARATE_CHAIN,0.5399277111100561,0.4885663720590096,0.5142470415845328,0.5399277111100561,0.0513613390510464,0.4634102864206571,0.46364048051245427,0.46352538346655575,-0.00023019409179714234,0.00023019409179714234,-0.050721658117977075,7,2.905613589695522,-2.905613589695522,11.643,13.856,9.165132522583008,9.894307518005371,prospective_relative_to_factorial_freeze,26.0,18.0,-8.0
EXP-H249,esm1b,REG-SEP,IMGT,SEPARATE_CHAIN,0.5989183303927198,0.5005177892991053,0.5497180598459126,0.5989183303927198,0.0984005410936145,0.48038640481454364,0.46927342355987167,0.47482991418720766,0.011112981254671972,0.011112981254671972,-0.07488814565870494,7,2.9613623384748196,-2.9613623384748196,11.643,13.856,9.101759910583496,9.82562255859375,prospective_relative_to_factorial_freeze,179.0,67.0,-112.0
EXP-H250,esm1b,REG-SEP,REGION,SEPARATE_CHAIN,0.5499930288526746,0.4924734054848,0.5212332171687373,0.5499930288526746,0.0575196233678746,0.5064834058785146,0.4841764190108687,0.4953299124446916,0.022306986867645873,0.022306986867645873,-0.025903304724045673,7,2.872102400643485,-2.872102400643485,11.643,13.856,9.133704948425294,9.804894638061525,prospective_relative_to_factorial_freeze,46.0,180.0,134.0
EXP-H251,esm1b,REG-SEP,FULL,SEPARATE_CHAIN,0.5160155634467984,0.523906265164599,0.5199609143056987,0.523906265164599,0.0078907017178005,0.4723542521912372,0.474992542879081,0.47367339753515914,-0.0026382906878437695,0.0026382906878437695,-0.04628751677053955,7,2.8667199445452014,-2.8667199445452014,11.643,13.856,9.12267780303955,9.835508728027344,prospective_relative_to_factorial_freeze,40.0,56.0,16.0
EXP-H252,esm1b,XREG,BASE,SEPARATE_CHAIN,0.5449688607675057,0.4970252839076666,0.5209970723375862,0.5449688607675057,0.047943576859839,0.49259405291521996,0.4714706727016119,0.482032362808416,0.021123380213608045,0.021123380213608045,-0.038964709529170194,7,2.9911279035295757,-2.9911279035295757,11.643,13.856,9.227949905395509,9.665191078186036,prospective_relative_to_factorial_freeze,44.0,108.0,64.0
