code,scheme,fold,split,block,feature,mae_normal,delta_mae_mean,delta_mae_sd,delta_mae_q025,delta_mae_q975,n_perm
EXP-H106,primary,3,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.4545426688194275,0.027236872272491414,0.012298501351238035,0.005478545230627016,0.05203929635286325,100
EXP-H106,primary,3,TEST_OOF,HSP_FEATURE,HSP_SUM,0.4545426688194275,0.028704937286376908,0.010256869693769197,0.009316141742467837,0.04802923714518538,100
EXP-H106,primary,4,TEST_OOF,HSP,,0.49258725857734675,0.024936242556572005,0.01787401943605373,-0.00831664494872091,0.05893258748054511,100
EXP-H106,primary,4,TEST_OOF,HSP_FEATURE,HSP_MAX,0.49258725857734675,0.03279766688585283,0.010824835625062776,0.013869837349653255,0.054905880206823306,100
EXP-H106,primary,4,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.49258725857734675,-0.009279508104324324,0.007201000460474519,-0.02136547216773034,0.004597683727741249,100
EXP-H106,primary,4,TEST_OOF,HSP_FEATURE,HSP_SUM,0.49258725857734675,-0.01027978435039517,0.010423984673938376,-0.02834828829169267,0.010220347827672947,100
EXP-H106,shadow,0,TEST_OOF,HSP,,0.511781010389328,0.039975773732662236,0.03788177971287534,-0.04196895756125445,0.10767319364547727,100
EXP-H106,shadow,0,TEST_OOF,HSP_FEATURE,HSP_MAX,0.511781010389328,0.02710621136665349,0.017186309416473994,-0.003493592506647036,0.06241038848757746,100
EXP-H106,shadow,0,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.511781010389328,0.0018092262411117744,0.015588240451902356,-0.02305485084652901,0.03140496752858162,100
EXP-H106,shadow,0,TEST_OOF,HSP_FEATURE,HSP_SUM,0.511781010389328,0.017382103338241608,0.015457561474490273,-0.00855993777513504,0.04797894213199618,100
EXP-H106,shadow,1,TEST_OOF,HSP,,0.4212786647912227,0.030844492421005672,0.04064979801615514,-0.04969447369431008,0.0963093746994479,100
EXP-H106,shadow,1,TEST_OOF,HSP_FEATURE,HSP_MAX,0.4212786647912227,0.013395267486572238,0.030510268496895487,-0.047311399951125634,0.07142100459012109,100
EXP-H106,shadow,1,TEST_OOF,HSP_FEATURE,HSP_MEAN,0.4212786647912227,-0.0012573183533639992,0.01577420404335502,-0.030994206809997572,0.02765077484015259,100
