experiment_code,experiment_id,target,source_model_id,issued_at_phase,status,legacy_experiment_code,notes
EXP-T177,TRF_TM_ABLINGUA_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/A/BASE
EXP-T178,TRF_TM_ABLINGUA_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B1/BASE
EXP-T179,TRF_TM_ABLINGUA_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B2/BASE
EXP-T180,TRF_TM_ABLINGUA_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/C/BASE
EXP-T181,TRF_TM_ABLINGUA_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/D/BASE
EXP-T182,TRF_TM_ABLINGUA_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/A/IMGT
EXP-T183,TRF_TM_ABLINGUA_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B1/IMGT
EXP-T184,TRF_TM_ABLINGUA_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B2/IMGT
EXP-T185,TRF_TM_ABLINGUA_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/C/IMGT
EXP-T186,TRF_TM_ABLINGUA_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/D/IMGT
EXP-T187,TRF_TM_ABLINGUA_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/A/REGION
EXP-T188,TRF_TM_ABLINGUA_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B1/REGION
EXP-T189,TRF_TM_ABLINGUA_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/B2/REGION
EXP-T190,TRF_TM_ABLINGUA_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/C/REGION
EXP-T191,TRF_TM_ABLINGUA_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablingua/D/REGION
EXP-T192,TRF_TM_ABLANG2_PAIRED_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/A/BASE
EXP-T193,TRF_TM_ABLANG2_PAIRED_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B1/BASE
EXP-T194,TRF_TM_ABLANG2_PAIRED_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B2/BASE
EXP-T195,TRF_TM_ABLANG2_PAIRED_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/C/BASE
EXP-T196,TRF_TM_ABLANG2_PAIRED_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/D/BASE
EXP-T197,TRF_TM_ABLANG2_PAIRED_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/A/IMGT
EXP-T198,TRF_TM_ABLANG2_PAIRED_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B1/IMGT
EXP-T199,TRF_TM_ABLANG2_PAIRED_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B2/IMGT
EXP-T200,TRF_TM_ABLANG2_PAIRED_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/C/IMGT
EXP-T201,TRF_TM_ABLANG2_PAIRED_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/D/IMGT
EXP-T202,TRF_TM_ABLANG2_PAIRED_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/A/REGION
EXP-T203,TRF_TM_ABLANG2_PAIRED_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B1/REGION
EXP-T204,TRF_TM_ABLANG2_PAIRED_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/B2/REGION
EXP-T205,TRF_TM_ABLANG2_PAIRED_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/C/REGION
EXP-T206,TRF_TM_ABLANG2_PAIRED_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_paired/D/REGION
EXP-T207,TRF_TM_ABLANG2_UNPAIRED_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/A/FULL
EXP-T208,TRF_TM_ABLANG2_UNPAIRED_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B1/FULL
EXP-T209,TRF_TM_ABLANG2_UNPAIRED_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B2/FULL
EXP-T210,TRF_TM_ABLANG2_UNPAIRED_FULL_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/C/FULL
EXP-T211,TRF_TM_ABLANG2_UNPAIRED_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/D/FULL
EXP-T212,TRF_TM_ABLANG2_UNPAIRED_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/A/BASE
EXP-T213,TRF_TM_ABLANG2_UNPAIRED_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B1/BASE
EXP-T214,TRF_TM_ABLANG2_UNPAIRED_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B2/BASE
EXP-T215,TRF_TM_ABLANG2_UNPAIRED_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/C/BASE
EXP-T216,TRF_TM_ABLANG2_UNPAIRED_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/D/BASE
EXP-T217,TRF_TM_ABLANG2_UNPAIRED_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/A/IMGT
EXP-T218,TRF_TM_ABLANG2_UNPAIRED_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B1/IMGT
EXP-T219,TRF_TM_ABLANG2_UNPAIRED_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B2/IMGT
EXP-T220,TRF_TM_ABLANG2_UNPAIRED_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/C/IMGT
EXP-T221,TRF_TM_ABLANG2_UNPAIRED_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/D/IMGT
EXP-T222,TRF_TM_ABLANG2_UNPAIRED_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/A/REGION
EXP-T223,TRF_TM_ABLANG2_UNPAIRED_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B1/REGION
EXP-T224,TRF_TM_ABLANG2_UNPAIRED_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/B2/REGION
EXP-T225,TRF_TM_ABLANG2_UNPAIRED_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/C/REGION
EXP-T226,TRF_TM_ABLANG2_UNPAIRED_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang2_unpaired/D/REGION
EXP-T227,TRF_TM_ABLANG1_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/A/FULL
EXP-T228,TRF_TM_ABLANG1_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B1/FULL
EXP-T229,TRF_TM_ABLANG1_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B2/FULL
EXP-T230,TRF_TM_ABLANG1_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/D/FULL
EXP-T231,TRF_TM_ABLANG1_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/A/BASE
EXP-T232,TRF_TM_ABLANG1_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B1/BASE
EXP-T233,TRF_TM_ABLANG1_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B2/BASE
EXP-T234,TRF_TM_ABLANG1_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/C/BASE
EXP-T235,TRF_TM_ABLANG1_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/D/BASE
EXP-T236,TRF_TM_ABLANG1_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/A/IMGT
EXP-T237,TRF_TM_ABLANG1_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B1/IMGT
EXP-T238,TRF_TM_ABLANG1_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B2/IMGT
EXP-T239,TRF_TM_ABLANG1_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/C/IMGT
EXP-T240,TRF_TM_ABLANG1_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/D/IMGT
EXP-T241,TRF_TM_ABLANG1_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/A/REGION
EXP-T242,TRF_TM_ABLANG1_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B1/REGION
EXP-T243,TRF_TM_ABLANG1_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/B2/REGION
EXP-T244,TRF_TM_ABLANG1_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/C/REGION
EXP-T245,TRF_TM_ABLANG1_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve ablang1/D/REGION
EXP-T246,TRF_TM_ESM1B_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/A/FULL
EXP-T247,TRF_TM_ESM1B_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B1/FULL
EXP-T248,TRF_TM_ESM1B_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B2/FULL
EXP-T249,TRF_TM_ESM1B_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/D/FULL
EXP-T250,TRF_TM_ESM1B_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/A/BASE
EXP-T251,TRF_TM_ESM1B_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B1/BASE
EXP-T252,TRF_TM_ESM1B_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B2/BASE
EXP-T253,TRF_TM_ESM1B_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/C/BASE
EXP-T254,TRF_TM_ESM1B_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/D/BASE
EXP-T255,TRF_TM_ESM1B_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/A/IMGT
EXP-T256,TRF_TM_ESM1B_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B1/IMGT
EXP-T257,TRF_TM_ESM1B_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B2/IMGT
EXP-T258,TRF_TM_ESM1B_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/C/IMGT
EXP-T259,TRF_TM_ESM1B_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/D/IMGT
EXP-T260,TRF_TM_ESM1B_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/A/REGION
EXP-T261,TRF_TM_ESM1B_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B1/REGION
EXP-T262,TRF_TM_ESM1B_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/B2/REGION
EXP-T263,TRF_TM_ESM1B_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/C/REGION
EXP-T264,TRF_TM_ESM1B_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm1b/D/REGION
EXP-T265,TRF_TM_ESM2_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/A/BASE
EXP-T266,TRF_TM_ESM2_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B1/BASE
EXP-T267,TRF_TM_ESM2_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B2/BASE
EXP-T268,TRF_TM_ESM2_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/C/BASE
EXP-T269,TRF_TM_ESM2_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/D/BASE
EXP-T270,TRF_TM_ESM2_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/A/IMGT
EXP-T271,TRF_TM_ESM2_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B1/IMGT
EXP-T272,TRF_TM_ESM2_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B2/IMGT
EXP-T273,TRF_TM_ESM2_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/C/IMGT
EXP-T274,TRF_TM_ESM2_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/D/IMGT
EXP-T275,TRF_TM_ESM2_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/A/REGION
EXP-T276,TRF_TM_ESM2_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B1/REGION
EXP-T277,TRF_TM_ESM2_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/B2/REGION
EXP-T278,TRF_TM_ESM2_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/C/REGION
EXP-T279,TRF_TM_ESM2_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esm2/D/REGION
EXP-T280,TRF_TM_ESMC600M_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/A/FULL
EXP-T281,TRF_TM_ESMC600M_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B1/FULL
EXP-T282,TRF_TM_ESMC600M_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B2/FULL
EXP-T283,TRF_TM_ESMC600M_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/D/FULL
EXP-T284,TRF_TM_ESMC600M_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/A/BASE
EXP-T285,TRF_TM_ESMC600M_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B1/BASE
EXP-T286,TRF_TM_ESMC600M_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B2/BASE
EXP-T287,TRF_TM_ESMC600M_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/C/BASE
EXP-T288,TRF_TM_ESMC600M_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/D/BASE
EXP-T289,TRF_TM_ESMC600M_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/A/IMGT
EXP-T290,TRF_TM_ESMC600M_IMGT_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B1/IMGT
EXP-T291,TRF_TM_ESMC600M_IMGT_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B2/IMGT
EXP-T292,TRF_TM_ESMC600M_IMGT_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/C/IMGT
EXP-T293,TRF_TM_ESMC600M_IMGT_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/D/IMGT
EXP-T294,TRF_TM_ESMC600M_REGION_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/A/REGION
EXP-T295,TRF_TM_ESMC600M_REGION_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B1/REGION
EXP-T296,TRF_TM_ESMC600M_REGION_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/B2/REGION
EXP-T297,TRF_TM_ESMC600M_REGION_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/C/REGION
EXP-T298,TRF_TM_ESMC600M_REGION_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve esmc600m/D/REGION
EXP-T299,TRF_TM_CURRAB_PAIRED_FULL_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/A/FULL
EXP-T300,TRF_TM_CURRAB_PAIRED_FULL_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B1/FULL
EXP-T301,TRF_TM_CURRAB_PAIRED_FULL_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B2/FULL
EXP-T302,TRF_TM_CURRAB_PAIRED_FULL_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/D/FULL
EXP-T303,TRF_TM_CURRAB_PAIRED_BASE_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/A/BASE
EXP-T304,TRF_TM_CURRAB_PAIRED_BASE_B1_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B1/BASE
EXP-T305,TRF_TM_CURRAB_PAIRED_BASE_B2_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/B2/BASE
EXP-T306,TRF_TM_CURRAB_PAIRED_BASE_C_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/C/BASE
EXP-T307,TRF_TM_CURRAB_PAIRED_BASE_D_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/D/BASE
EXP-T308,TRF_TM_CURRAB_PAIRED_IMGT_A_MEAN_V3,TmApp,REP_TOPO_ANNOT_FACTORIAL,T161_FACTORIAL_RESERVE,ACTIVE,,reserve currab_paired/A/IMGT
