number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
20,3.3720749513602555,2026-08-29 11:59:37.176366,2026-08-29 11:59:39.125679,0 days 00:00:01.949313,0.9160942389650625,1.3835320957223016,3,18,0.005326237740693328,0.6718768022689992,0.9689264351847057,COMPLETE
21,3.268076013635706,2026-08-29 11:59:39.291391,2026-08-29 11:59:41.234420,0 days 00:00:01.943029,0.8505679456756816,0.8574051940767604,3,11,0.00023216259126238883,0.5083039345532399,0.9032224807880475,COMPLETE
22,3.2936478132083096,2026-08-29 11:59:41.384827,2026-08-29 11:59:43.599698,0 days 00:00:02.214871,0.9045775453758369,0.7119218868164792,3,12,0.004071650174754232,0.5768566537338331,0.8850995499973494,COMPLETE
23,3.3494004143608946,2026-08-29 11:59:43.801190,2026-08-29 11:59:45.419958,0 days 00:00:01.618768,0.7614167867417302,0.3373569170132912,2,19,0.018248964754471127,0.18543942631941537,0.94714369990853,COMPLETE
24,3.3452979193793406,2026-08-29 11:59:45.581922,2026-08-29 11:59:47.237881,0 days 00:00:01.655959,0.8682178303527417,0.7834348860386393,3,12,0.09220542431475211,2.0614008809513282,0.8946663036985936,COMPLETE
25,3.3746126904899696,2026-08-29 11:59:47.440612,2026-08-29 11:59:49.672183,0 days 00:00:02.231571,0.9445444283312271,1.446344130286786,3,17,0.0017579650269782686,0.04922669789968513,0.8338113130210194,COMPLETE
26,3.3882063877435376,2026-08-29 11:59:49.789467,2026-08-29 11:59:51.455100,0 days 00:00:01.665633,0.6126310495181304,1.1067214482815115,2,23,0.0002013266478575421,1.604761892152901,0.7677626453459666,COMPLETE
27,3.310386375144676,2026-08-29 11:59:51.682399,2026-08-29 11:59:53.915184,0 days 00:00:02.232785,0.7652864895345445,0.2950127824173996,3,11,4.684250830823142e-05,0.32931201891183987,0.9583515086783703,COMPLETE
28,3.2742191361792297,2026-08-29 11:59:54.120161,2026-08-29 11:59:55.786563,0 days 00:00:01.666402,0.8638459764445546,0.8103959491134556,4,22,0.00038386709598555975,0.02068347897758544,0.8952998697151869,COMPLETE
29,3.434948155909409,2026-08-29 11:59:55.957521,2026-08-29 11:59:57.617924,0 days 00:00:01.660403,0.5379129975601871,0.7351435422749867,5,23,0.00042829477536234563,0.021738476268344124,0.8054225365432566,COMPLETE
30,3.3550989127453463,2026-08-29 11:59:57.761173,2026-08-29 11:59:59.913931,0 days 00:00:02.152758,0.43155014935754865,0.5811462260467658,4,25,0.0003475179526679389,0.07087957594091102,0.838744381119541,COMPLETE
31,3.360881287374614,2026-08-29 12:00:00.053536,2026-08-29 12:00:02.583818,0 days 00:00:02.530282,0.8489419426181535,0.8780123766854805,3,14,0.0024901540248261525,0.08288628346426656,0.902205452106919,COMPLETE
32,3.401502726990499,2026-08-29 12:00:02.714879,2026-08-29 12:00:05.437250,0 days 00:00:02.722371,0.9333076698719825,1.2006439798791293,4,9,0.010528760026678744,0.007852788315102785,0.8575842993205268,COMPLETE
33,3.2813949584960938,2026-08-29 12:00:05.562814,2026-08-29 12:00:07.519453,0 days 00:00:01.956639,0.8019887653502773,1.395166021949724,3,16,3.468792638366147e-05,0.01766136167202355,0.880386730305177,COMPLETE
34,3.3951574254918984,2026-08-29 12:00:07.711017,2026-08-29 12:00:10.195349,0 days 00:00:02.484332,0.7039509499357574,1.635928452336594,2,26,1.8971939485899793e-05,0.01803283338880534,0.8764125438236487,COMPLETE
35,3.355486975775824,2026-08-29 12:00:10.314782,2026-08-29 12:00:11.856782,0 days 00:00:01.542000,0.8672229775906486,0.170785934452794,4,20,3.64889306770962e-05,0.02967546170408513,0.8060317548943312,COMPLETE
36,3.369345299991561,2026-08-29 12:00:12.007100,2026-08-29 12:00:14.034294,0 days 00:00:02.027194,0.8042865806098549,0.6434908096627396,2,16,0.0004553247829217873,0.012934161532716239,0.9430765985357819,COMPLETE
37,3.3450069192015093,2026-08-29 12:00:14.189285,2026-08-29 12:00:16.233871,0 days 00:00:02.044586,0.5725737250350356,1.3301029126957955,5,21,3.912623620104549,0.034565773308475746,0.9874496904906451,COMPLETE
38,3.351377416540075,2026-08-29 12:00:16.370981,2026-08-29 12:00:18.362524,0 days 00:00:01.991543,0.6677943372937851,0.8993836392023655,3,14,2.4614971498912843e-05,0.004984796939310427,0.8896747837399936,COMPLETE
39,3.355386663366247,2026-08-29 12:00:18.530537,2026-08-29 12:00:21.164946,0 days 00:00:02.634409,0.724216555687249,2.203156333936302,3,16,0.0002172985201489559,12.16228471365283,0.8267003578666253,COMPLETE
