generator,outer_val_fold,feature,n_train,mean,sd,median,iqr,min,max,skewness,fraction_zero
ABB2,0,max_local_aromatic_SASA,130,280.09321557091766,134.948577817285,240.17239588926415,161.16532104937295,72.91651628626646,1003.2863880815983,1.780910068899005,0.0
ABB2,1,exposed_TYR_count,129,4.2015503875969,1.676928925015641,4.0,2.0,1.0,10.0,0.4398996744332275,0.0
ABB2,1,exposed_TRP_count,129,0.7441860465116279,0.7499774649580045,1.0,1.0,0.0,3.0,0.7873224042217883,0.4186046511627907
ABB2,1,exposed_PHE_count,129,0.9147286821705426,0.8894821047996011,1.0,1.0,0.0,3.0,0.6299559269739644,0.3875968992248062
ABB2,1,exposed_aromatic_total_count,129,5.8604651162790695,1.79034527892677,6.0,2.0,2.0,12.0,0.5827991600160399,0.0
ABB2,1,aromatic_exposed_SASA_total,129,566.8028272853811,202.4911128216296,532.7910673251221,269.5009854342639,147.31264731415004,1483.079327694597,1.1178416991750373,0.0
ABB2,1,aromatic_exposed_SASA_fraction,129,0.054077284366409496,0.01843430828363334,0.05155098955595592,0.025871585950705794,0.014491912205741668,0.12512842978132996,0.7942836224399513,0.0
ABB2,1,strongly_exposed_aromatic_count,129,0.9534883720930233,1.0027904100328937,1.0,1.0,0.0,5.0,1.3384816025540431,0.3798449612403101
ABB2,1,strongly_exposed_aromatic_SASA,129,165.70000598742794,177.9049007889396,154.39114565114176,237.22510445811355,0.0,1003.2863880815981,1.5376050554644811,0.3798449612403101
ABB2,1,CDR_exposed_aromatic_count,129,4.333333333333333,1.4959031045462854,4.0,2.0,0.0,10.0,0.5454981105975797,0.007751937984496124
ABB2,1,CDR_aromatic_SASA,129,439.8015649337637,174.26482621910512,408.5093603562151,188.5147606296863,0.0,1176.4226254153616,1.0467393976040031,0.007751937984496124
ABB2,1,CDR_aromatic_fraction,129,0.77369921833806,0.152987693665879,0.7905365411615279,0.16009030999786467,0.0,1.0,-1.1448974499760332,0.007751937984496124
ABB2,1,aromatic_patch_count,129,4.1937984496124034,1.2944575912332827,4.0,2.0,2.0,9.0,0.7519187454664531,0.0
ABB2,1,largest_aromatic_patch_n_res,129,2.310077519379845,1.1466057060531039,2.0,1.0,1.0,8.0,1.5961549265778132,0.0
ABB2,1,largest_aromatic_patch_exposed_SASA,129,223.28230439624986,150.75762126555517,178.46211652754107,121.02319680312118,51.63205012900701,1003.2863880815981,2.102289720449493,0.0
ABB2,1,max_local_aromatic_SASA,129,287.01990824384825,141.71861924994323,244.224723686759,164.80764901442578,76.06263283327743,1003.2863880815983,1.7678824694898259,0.0
ABB2,2,exposed_TYR_count,129,4.2015503875969,1.6205073612687497,4.0,2.0,0.0,8.0,0.03299382144439215,0.007751937984496124
ABB2,2,exposed_TRP_count,129,0.7441860465116279,0.7499774649580045,1.0,1.0,0.0,3.0,0.7873224042217883,0.4186046511627907
ABB2,2,exposed_PHE_count,129,0.875968992248062,0.9564773218720733,1.0,1.0,0.0,4.0,0.8873107384629969,0.4418604651162791
ABB2,2,exposed_aromatic_total_count,129,5.821705426356589,1.62561669825961,6.0,2.0,2.0,10.0,0.19140752835419222,0.0
ABB2,2,aromatic_exposed_SASA_total,129,562.6784167403541,183.2413296254953,535.3933867501672,269.5009854342639,190.16281500301827,1179.1821501367922,0.6234843666908354,0.0
ABB2,2,aromatic_exposed_SASA_fraction,129,0.053774274061420234,0.016978288658108968,0.051767713799558863,0.024784537708851542,0.017879758921480627,0.10756612286508539,0.4991139817108076,0.0
ABB2,2,strongly_exposed_aromatic_count,129,0.9147286821705426,0.9647348332467625,1.0,1.0,0.0,5.0,1.1551050885634617,0.3953488372093023
ABB2,2,strongly_exposed_aromatic_SASA,129,161.34532283795744,173.84709845656948,153.52115068076847,219.24044156047867,0.0,1003.2863880815981,1.3407344282265572,0.3953488372093023
ABB2,2,CDR_exposed_aromatic_count,129,4.372093023255814,1.2944111674489067,4.0,1.0,1.0,8.0,0.22905036811178817,0.0
ABB2,2,CDR_aromatic_SASA,129,442.5921100820041,158.65662335739464,414.6791090358589,147.2272713921961,110.12807808224807,1060.4234133183786,0.7598116439064655,0.0
ABB2,2,CDR_aromatic_fraction,129,0.7910156684977263,0.1476942706916104,0.7938688592164457,0.16225312794435076,0.35172097622851234,1.0,-0.5749465961873462,0.0
ABB2,2,aromatic_patch_count,129,4.178294573643411,1.3608570737744183,4.0,2.0,1.0,9.0,0.5982188294693493,0.0
ABB2,2,largest_aromatic_patch_n_res,129,2.294573643410853,1.1164943806132608,2.0,1.0,1.0,6.0,0.9724604774267643,0.0
ABB2,2,largest_aromatic_patch_exposed_SASA,129,225.24014143107286,150.69952382368993,175.09674194605077,161.85996802578615,51.63205012900701,1003.2863880815981,1.874165129196495,0.0
ABB2,2,max_local_aromatic_SASA,129,288.96262968826926,139.92989768768254,245.94338849657305,175.7323489717251,72.91651628626646,1003.2863880815983,1.6462907838093555,0.0
ABB2,3,exposed_TYR_count,130,4.292307692307692,1.7026953919104661,4.0,2.0,0.0,10.0,0.2964591731675506,0.007692307692307693
ABB2,3,exposed_TRP_count,130,0.676923076923077,0.7040037654552338,1.0,1.0,0.0,3.0,0.8120059960886002,0.4461538461538462
ABB2,3,exposed_PHE_count,130,0.8692307692307693,0.8977618455698296,1.0,1.0,0.0,4.0,0.8972067265824133,0.4076923076923077
ABB2,3,exposed_aromatic_total_count,130,5.838461538461538,1.7750572955166444,6.0,2.0,2.0,12.0,0.7152613682917431,0.0
ABB2,3,aromatic_exposed_SASA_total,130,564.0571840670698,198.33756674918573,529.6981442249216,269.3267055818061,147.31264731415004,1483.079327694597,1.1161441241292254,0.0
ABB2,3,aromatic_exposed_SASA_fraction,130,0.05370939799999667,0.018000867741258246,0.05102678476975905,0.02565957272785016,0.014491912205741668,0.12512842978132996,0.7966677590106416,0.0
ABB2,3,strongly_exposed_aromatic_count,130,0.9230769230769231,0.949618422277598,1.0,1.0,0.0,5.0,1.123853492709335,0.38461538461538464
ABB2,3,strongly_exposed_aromatic_SASA,130,159.49839222903918,166.05219505651587,153.9561481659551,218.18605395089557,0.0,875.6781617491405,1.1335128797904201,0.38461538461538464
ABB2,3,CDR_exposed_aromatic_count,130,4.323076923076923,1.4998224747020235,4.0,2.0,0.0,10.0,0.4792201449627836,0.007692307692307693
