id,generator,extraction_status,pdb_path,error
ADI-47095,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6032f64ac955dd776c8ca342c350d208.pdb,
ADI-47098,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a84d7abfbfb41eb1870f42ef56cbc31f.pdb,
ADI-47096,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e195e98dfb2576195e8a087e80ec83de.pdb,
ADI-47097,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/256426615fcf166b12204b59802948fd.pdb,
ADI-47099,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/887e15b650ee4dad3418953e66519084.pdb,
ADI-47100,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/70384c269260ea8c64810eae9423cb88.pdb,
ADI-47102,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/46c13b2b6473183dd8445e855a25c421.pdb,
ADI-47103,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/345510f06a7c440518501bfeb446df04.pdb,
ADI-47104,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a472fb2dd17eb16ea0eb9e2ab45bac69.pdb,
ADI-47105,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3ddcb4fc2dedd4cc757b32da7e27b14c.pdb,
ADI-47107,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/46209b58c29bfa3e5259ee8e41fe4a4c.pdb,
ADI-47109,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6aa36a35f91c2b26491fed036d21ac63.pdb,
ADI-47106,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/51fc9d997ec7e5b325129c5c4f8b97c7.pdb,
ADI-47112,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d6dfb5a04ddc833343c8f8060e08a4e2.pdb,
ADI-47111,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a093f1d10f493dc41a0b15ab40999a74.pdb,
ADI-47113,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fa113078846d13e309e45af0be411a4a.pdb,
ADI-47114,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/75755cc402a6b30a9ae1bd844116d069.pdb,
ADI-47116,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/67a040583b2dfa79a816dfa61d4100b4.pdb,
ADI-47117,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1cc10ba5cef300f81c10614dbddaefd5.pdb,
ADI-47119,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cae64b36c454ae38265e013191e785e9.pdb,
ADI-47120,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/25eff3096e7bdbcec97430afedb78f5a.pdb,
ADI-47118,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/97e2c54e42fd9a71c50042ecf31658bc.pdb,
ADI-47121,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/82e30acc11eb5052558f6ed5f9ff5f52.pdb,
ADI-47122,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9a5f25cb3c5799329e704833b39bb520.pdb,
ADI-47123,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b8564468d6e62d14fbbeedb4b092645b.pdb,
ADI-47124,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ef3cb344a68a0b381d4356d334c11ee2.pdb,
ADI-47125,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d2719190a1360f1cde614ea6a7e5cdfc.pdb,
ADI-47126,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ddada534f95d85948fdb95b3254d5318.pdb,
ADI-47127,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e9dadc962e970646dc43438dc319fa7b.pdb,
ADI-47130,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fb50454b8dd736e693713e37b9b07563.pdb,
ADI-47129,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d68271f6332c0b34179548e53a81e9cf.pdb,
ADI-47132,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1cc84dc55daeb324b974a7c1b7f56ff8.pdb,
ADI-47133,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6c937801ae32f04c1b6654c39f448950.pdb,
ADI-47131,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b81a683d65f84b1f1ece6a8c56fb2ec2.pdb,
ADI-47134,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8f92db7eda57c429245eab5dd1598482.pdb,
ADI-47137,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0e91f3846271f693101452eef005326a.pdb,
ADI-47135,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/32e9648db850dce32492e0d4d0c820fb.pdb,
ADI-47140,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d42e73029a847706bd30e02f4ffb7dbc.pdb,
ADI-47139,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ddf57f2ce6ec1de23353ca63d4ae8aef.pdb,
ADI-47141,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1d13e8f1db0dba0ae4dd9e4dd44c3803.pdb,
ADI-47143,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4b7d5daf8160dc09539fc357c332e84a.pdb,
ADI-47146,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/71d021993754862027c04ca1b140ea49.pdb,
ADI-47145,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2bace9697f5a1e64364bce93893ce2f1.pdb,
ADI-47148,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a65ee70a75859d6fa10a242450f849dd.pdb,
ADI-47147,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2dff7411aff8bdc16647465f7500d1c2.pdb,
ADI-47149,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57045e8ebdc6f8f7b06a0b4038e03870.pdb,
ADI-47151,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/21f7d120136adf850e06e351b2e8c6ec.pdb,
ADI-47152,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e56a6b2376a861a0391afaf315ad38b4.pdb,
ADI-47153,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/95d83011498c987f48f585bae1edf837.pdb,
ADI-47154,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d00d203079859b254e3f6b7d78f81bde.pdb,
ADI-47155,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/67606ff651d72b9e0625687a1da10500.pdb,
ADI-47156,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e11777d2f4c844481ecce3691137e6c.pdb,
ADI-47158,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0542de453a8308e00d64a18cffda23c9.pdb,
ADI-47159,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7892bdac4499e29750a15eda2043d50f.pdb,
ADI-47160,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c0919110518b1ffc6ee307ba5a3da6dd.pdb,
ADI-47162,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/402dccc77bd91a71e5958c4bc87aeeec.pdb,
ADI-47161,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e2a2aaa27b8b7cf6e7341472f9d60b48.pdb,
ADI-47163,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a35a929fbdfc0bb1db12e6d2df31b976.pdb,
ADI-47165,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/332c09470d84fe82da4b14e46af26800.pdb,
ADI-47166,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d1a59d27b1bf173d20f893dc0df27826.pdb,
ADI-47173,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1d9ddfda682b1efd9a18c2c5eef3437d.pdb,
ADI-47174,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/44ead68fa8f1287cabf7c23c92aad05d.pdb,
ADI-47176,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/90c26b2a1ba42a033159eec4aeaae00a.pdb,
ADI-47175,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57a16fa80ea76d2973c58e2cdc9779d8.pdb,
ADI-47178,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3f6a32249db8b8dbc1053d62da5e89f0.pdb,
ADI-47177,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6c395d86b74025ad9d187988d4fc5404.pdb,
ADI-47179,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5441028847f8386fe3ef4f80cbdc6888.pdb,
ADI-47181,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c4cff91fc5977b75cd619db14c9c266b.pdb,
ADI-47180,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7ad17608fd5b640e599de09a935e4aa9.pdb,
ADI-47182,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f10e1db0200569f6dae6559187b27b17.pdb,
ADI-47184,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f36e3684a1276a20c8ce570d666c3037.pdb,
ADI-47186,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/75fcb831dea5acf4393e03ad08fc08d3.pdb,
ADI-47183,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3bb01e3aa13dbf93d1a7cb3f51204dd9.pdb,
ADI-47188,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/61fedce8fc692c8cc02f3167656193ec.pdb,
ADI-47187,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f26b4313b4ba622680dd8b43d9740ffe.pdb,
ADI-47190,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9406bf0f1998ecb097e529963bf4768c.pdb,
ADI-47189,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/69f5d0770bbbb1c600d5f4904e178e91.pdb,
ADI-47192,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72b3b9dd9764b528ae3795316930e7d4.pdb,
ADI-47191,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0359448e19a9d3f548cff4e5c62aaddb.pdb,
ADI-47193,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6586a2f6c10dfdec1b1b56edb73397a9.pdb,
ADI-47194,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5beba10b53f30c30a5e9683d9dba4ad4.pdb,
ADI-47195,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/338a940ff535807abb36c4d039d4d614.pdb,
ADI-47196,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/291fb0f377cf90c9ad30cd21757f6c29.pdb,
ADI-47198,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7d07db7f161e331955bc071493511cdf.pdb,
ADI-47197,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2f26343e4ee0f8cd2b1c338273bb1884.pdb,
ADI-47200,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/994f13f3342edbd90b7a0dd78d237e21.pdb,
ADI-47199,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/333871d376b0954ff25d53ef42a2c537.pdb,
ADI-47201,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1bdd9133fed3c5e67db66b8ccf876049.pdb,
ADI-47202,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f65973a7743794ad4920c8c2d65809be.pdb,
ADI-47204,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1acc0ae89597a222c3fd0a327daf33a5.pdb,
ADI-47203,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/55177d5bc3128b77535b84905a05cee7.pdb,
ADI-47206,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f3daa94c2566dd004926788073eb357c.pdb,
ADI-47205,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d2f5ea3afda53323777d91b6a8c39da5.pdb,
ADI-47207,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d152564288727e2a17c80447bfaf1c78.pdb,
ADI-47208,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/45d787336411393edabed4e9212934b4.pdb,
ADI-47209,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9eab64b870aa7c5e5bbb3f6a753edd95.pdb,
ADI-47212,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ad867d698435cfd4df6ceaa1994de56d.pdb,
ADI-47214,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3606a5fc5e78ad6efcd4032cde648bac.pdb,
ADI-47213,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/55f7ae8901f7b50aa7e118d8d3ed2e00.pdb,
ADI-47215,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/50c8c63f5fbbba1cf3c53f4d0fec0620.pdb,
ADI-47216,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0854f43c80d13468c4de608a2e32f4c5.pdb,
ADI-47217,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2df262c3623876013937ff2af98cb446.pdb,
ADI-47218,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dde4276a506503206d308c60deee276b.pdb,
ADI-47220,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e5645bf1c84472a98619435421a794e0.pdb,
ADI-47219,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/042424c64566f9daba680603240f4d38.pdb,
ADI-47221,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3afbfc40663d4ff5a8b79d56af6441d2.pdb,
ADI-47224,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c1262a1033e17c9f544720207a5a4af9.pdb,
ADI-47223,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f36678000a27e8fe29385f7b3dd6c74e.pdb,
ADI-47222,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/542ff28b2b1230d9ca3b5d7c5dca2d75.pdb,
ADI-47225,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b5bd1bd9e6db8dd7de352847bdf4f8fd.pdb,
ADI-47226,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fe29e974ce25265a1d09f21a55880a7c.pdb,
ADI-47230,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/56739fda40643b01568b6cd706a62739.pdb,
ADI-47229,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/51aff12f751cad0f8570952b4e1d4223.pdb,
ADI-47227,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b26f41819e91b9d7a6dfcdbd8affc8eb.pdb,
ADI-47228,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3e19632a2e3d6f03f67a537988cd2688.pdb,
ADI-47231,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/793ec73169717c8cf91bf3309345a4ec.pdb,
ADI-47232,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1919957156f4166870b07bb2cdff38de.pdb,
ADI-47234,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/262511c136af4f65d502fd80d727bb6f.pdb,
ADI-47233,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4a2522518630dc584ecaa420f35e488.pdb,
ADI-47236,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5d914d16baa750c8edbceaf8891bae77.pdb,
ADI-47235,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/659087d85d6d05560873c3e867676350.pdb,
ADI-47237,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72496f7ca7653ae406847716e325baaf.pdb,
ADI-47238,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/71cf42e8327efa90ea073ec6304fa763.pdb,
ADI-47240,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8daf3e9859cb755fbbec6af9e52a2158.pdb,
ADI-47239,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/54a83ca09ce8d5d6aa185e998e270398.pdb,
ADI-47241,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f7cfdc0f031e0b673de27e2099a5add1.pdb,
ADI-47243,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1f8c45bc7ed22c1fe13bc6ca611cd86e.pdb,
ADI-47244,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e62a1b0d70e9f307b79f5ee4a55760d.pdb,
ADI-47246,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/246634e674e5609e63689d1cce770f75.pdb,
ADI-47249,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/63e2cd7489177a3ed014d80d2d7a7db6.pdb,
ADI-47247,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5e5fd47798a0ae3cd240afd24c73efcd.pdb,
ADI-47250,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/05ef524b10a9ccdfb39212b56b64783f.pdb,
ADI-47248,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ff1bf493f0b34a33212b5f14030d37b4.pdb,
ADI-47252,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/02dae6fc4b76724a464a98840329b241.pdb,
ADI-47251,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e86c9923cbbb99c119aa43b107f9b63.pdb,
ADI-47253,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/999731a9e15296ac173e9c0c1248e366.pdb,
ADI-47254,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c34f293269f493229879b46ed0312511.pdb,
ADI-47255,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/859a873c1569e5bdd1a8757c71f15308.pdb,
ADI-47256,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3ef38834e987a895d175b8dd9e732246.pdb,
ADI-47257,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e895ab4c1e6588bfe49ccaafe1085147.pdb,
ADI-47258,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2f7f60c1d53d8682c18416941a41f19a.pdb,
ADI-47259,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/aa9934d752469df464c26b3ca76bb0b9.pdb,
ADI-47261,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/142c8feb2cbc1f4d740a493960c5e696.pdb,
ADI-47260,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ec2da7523498a8bf4e527440e48976f0.pdb,
ADI-47262,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9bb675db376a100fbafda7192f59e131.pdb,
ADI-47263,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57e17a4ddb560f97965099c723632260.pdb,
ADI-47265,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b2b8adcb5e79bd26bc811193c282c9bc.pdb,
ADI-47264,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7dc2e47b8481f18d96f3a83a291ef3a6.pdb,
ADI-47267,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/18aa52a1994936af787af171dca9f8f9.pdb,
ADI-47278,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/20e88d68e33437277d292f2629e6caf5.pdb,
ADI-47279,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4919ba3fc8c08aa1bced95356c0e7985.pdb,
ADI-47280,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b64fc18c07215d4f8b43c3cfb264342c.pdb,
ADI-47282,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5e0b1d2ae51ef5dcbfb404816737141c.pdb,
ADI-47284,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ecf67a6f2f03b1fec14b9a8d61631529.pdb,
ADI-47281,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d16ab12647be91c2c81e41cc90bc6aec.pdb,
ADI-47283,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/faee5660488b660e32dcb5ce3565b748.pdb,
ADI-47285,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/de9ff9cb4094dcec9b472682c5b9fc19.pdb,
ADI-47286,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c08ecbb0483b59738b78b3a4cdffe1d0.pdb,
ADI-47287,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f2c0f47b15fa0820695e120bbe963c4c.pdb,
ADI-47289,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b7030f453db7dd4cd74a09d83ac03ab4.pdb,
ADI-47288,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3259e9583e3bd101b22437a20ae8cdaa.pdb,
ADI-47290,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fca727aa2ca8c37a47b112bdfbccd4f0.pdb,
ADI-47291,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1b34361e03d59722ca56b3337463e0e1.pdb,
ADI-47293,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e5b9dc2f2150a77aa57bff7d4e4d01a5.pdb,
ADI-47292,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/eed1ece9b5de21a68c739c95e6515e9d.pdb,
ADI-47294,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4fb465f676fefe8476c49486545e8578.pdb,
ADI-47295,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d1ac9c37d4153b36358f321de510dc6e.pdb,
ADI-47296,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/bdb3018478cc3679cdbcde28d0be985c.pdb,
ADI-47297,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f451403372d32f552c4e6828b53f24f.pdb,
ADI-47298,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/add9349f6d52517905999e3c1af6bf8b.pdb,
