id,S3_hydro_n,S3_hydro_n_edges,S3_hydro_density,S3_hydro_mean_deg,S3_hydro_max_deg,S3_hydro_clustering,S3_hydro_largest_n,S3_hydro_largest_sasa,S3_aro_in_largest_hydro,S3_largest_hydro_heavy_frac,S3_aromatic_n,S3_aromatic_n_edges,S3_aromatic_density,S3_aromatic_mean_deg,S3_aromatic_max_deg,S3_aromatic_clustering,S3_aromatic_largest_n,S3_aromatic_largest_sasa,S3_charged_n,S3_charged_n_edges,S3_charged_density,S3_charged_mean_deg,S3_charged_max_deg,S3_charged_clustering,S3_charged_largest_n,S3_charged_largest_sasa,S3_exposed_n,S3_exposed_n_edges,S3_exposed_density,S3_exposed_mean_deg,S3_exposed_max_deg,S3_exposed_clustering,S3_exposed_largest_n,S3_exposed_largest_sasa
ADI-46701,21,5,0.023809523809523808,0.47619047619047616,2.0,0.0,3,1.04,2.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.56,28,6,0.015873015873015872,0.42857142857142855,2.0,0.0,3,1.52,114,166,0.025772395590746778,2.912280701754386,5.0,0.5269005847953216,31,13.799999999999997
ADI-46704,20,4,0.021052631578947368,0.4,1.0,0.0,2,0.76,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,27,10,0.02849002849002849,0.7407407407407407,2.0,0.2222222222222222,3,1.2799999999999998,121,180,0.024793388429752067,2.975206611570248,6.0,0.503305785123967,31,13.6
ADI-46705,29,6,0.014778325123152709,0.41379310344827586,1.0,0.0,2,0.6,0.0,1.0,8.0,1.0,0.03571428571428571,0.25,1.0,0.0,2,0.88,27,9,0.02564102564102564,0.6666666666666666,2.0,0.0,3,1.44,117,170,0.025051576775714707,2.905982905982906,6.0,0.5307692307692308,31,13.719999999999999
ADI-46706,25,6,0.02,0.48,2.0,0.0,4,1.6800000000000002,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,25,7,0.023333333333333334,0.56,2.0,0.0,3,1.52,117,175,0.025788387857353375,2.9914529914529915,6.0,0.5125356125356126,32,14.440000000000001
ADI-46707,30,8,0.01839080459770115,0.5333333333333333,2.0,0.0,3,0.96,3.0,1.0,11.0,3.0,0.05454545454545454,0.5454545454545454,2.0,0.0,3,0.96,23,6,0.023715415019762844,0.5217391304347826,2.0,0.0,3,1.48,122,186,0.02519983742040374,3.0491803278688523,6.0,0.5139344262295082,32,14.04
ADI-46708,25,6,0.02,0.48,1.0,0.0,2,0.56,0.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.72,27,11,0.03133903133903134,0.8148148148148148,2.0,0.0,4,1.7200000000000002,121,180,0.024793388429752067,2.975206611570248,6.0,0.5046831955922865,32,14.04
ADI-46710,25,6,0.02,0.48,1.0,0.0,2,0.56,0.0,1.0,7.0,2.0,0.09523809523809523,0.5714285714285714,1.0,0.0,2,0.6399999999999999,24,8,0.028985507246376812,0.6666666666666666,2.0,0.0,3,1.48,118,171,0.024771838331160364,2.8983050847457625,6.0,0.5225988700564972,30,13.479999999999999
ADI-46713,24,8,0.028985507246376812,0.6666666666666666,2.0,0.125,3,1.72,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,23,11,0.043478260869565216,0.9565217391304348,2.0,0.2608695652173913,3,1.52,116,169,0.025337331334332833,2.913793103448276,7.0,0.5024220032840723,31,13.76
ADI-47054,17,2,0.014705882352941176,0.23529411764705882,1.0,0.0,2,0.72,2.0,1.0,3.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,2,0.72,21,5,0.023809523809523808,0.47619047619047616,1.0,0.0,2,0.88,116,164,0.024587706146926538,2.8275862068965516,6.0,0.5241379310344827,25,11.639999999999999
ADI-47055,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,0.56,0.0,1.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,0.64,29,10,0.024630541871921183,0.6896551724137931,2.0,0.0,3,1.52,111,163,0.0266994266994267,2.936936936936937,6.0,0.5648648648648649,31,13.799999999999999
ADI-47056,29,10,0.024630541871921183,0.6896551724137931,3.0,0.08045977011494253,4,2.4000000000000004,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,21,7,0.03333333333333333,0.6666666666666666,2.0,0.14285714285714285,3,1.56,122,182,0.024657905432868176,2.9836065573770494,6.0,0.5360655737704917,32,14.28
ADI-47057,27,5,0.014245014245014245,0.37037037037037035,1.0,0.0,2,0.72,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,28,9,0.023809523809523808,0.6428571428571429,2.0,0.0,4,1.8399999999999999,120,180,0.025210084033613446,3.0,6.0,0.5147222222222222,36,16.56
ADI-47058,24,6,0.021739130434782608,0.5,2.0,0.125,3,1.3599999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,29,16,0.03940886699507389,1.103448275862069,3.0,0.1954022988505747,5,2.12,116,162,0.024287856071964018,2.793103448275862,6.0,0.5089080459770114,28,11.36
ADI-47059,26,5,0.015384615384615385,0.38461538461538464,1.0,0.0,2,0.76,0.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.7599999999999999,20,6,0.031578947368421054,0.6,2.0,0.0,3,1.48,116,165,0.024737631184407798,2.8448275862068964,6.0,0.5094827586206897,31,13.799999999999999
ADI-47060,22,5,0.021645021645021644,0.45454545454545453,1.0,0.0,2,0.76,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.28,25,11,0.03666666666666667,0.88,2.0,0.24,3,1.48,116,168,0.025187406296851574,2.896551724137931,5.0,0.4810344827586207,29,12.999999999999998
ADI-47061,25,5,0.016666666666666666,0.4,2.0,0.12,3,1.3599999999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,27,12,0.03418803418803419,0.8888888888888888,2.0,0.1111111111111111,3,1.52,114,160,0.024840863219996893,2.807017543859649,6.0,0.510233918128655,28,11.559999999999999
ADI-47062,26,7,0.021538461538461538,0.5384615384615384,2.0,0.0,3,1.52,2.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,1.12,25,11,0.03666666666666667,0.88,2.0,0.12,3,1.3599999999999999,114,165,0.025617140195621797,2.8947368421052633,5.0,0.5201754385964913,32,14.0
ADI-47063,20,4,0.021052631578947368,0.4,2.0,0.15,3,1.24,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.36,27,8,0.022792022792022793,0.5925925925925926,2.0,0.0,3,1.4,118,180,0.02607561929595828,3.0508474576271185,6.0,0.5655367231638418,32,14.24
ADI-47064,27,14,0.039886039886039885,1.037037037037037,3.0,0.25925925925925924,4,1.72,0.0,0.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.6399999999999999,26,9,0.027692307692307693,0.6923076923076923,2.0,0.11538461538461539,3,1.6800000000000002,126,186,0.02361904761904762,2.9523809523809526,6.0,0.5510582010582011,30,13.639999999999999
ADI-47065,24,10,0.036231884057971016,0.8333333333333334,3.0,0.09722222222222222,4,1.48,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,31,10,0.021505376344086023,0.6451612903225806,2.0,0.0967741935483871,3,1.92,120,181,0.02535014005602241,3.0166666666666666,5.0,0.4755555555555555,32,13.719999999999999
ADI-47066,26,11,0.033846153846153845,0.8461538461538461,3.0,0.20512820512820515,4,1.44,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,32,13,0.02620967741935484,0.8125,2.0,0.0,4,1.88,119,170,0.024213075060532687,2.857142857142857,6.0,0.49327731092436977,30,13.2
ADI-47067,27,6,0.017094017094017096,0.4444444444444444,2.0,0.0,3,1.24,0.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.76,21,4,0.01904761904761905,0.38095238095238093,2.0,0.0,3,1.48,124,176,0.023078940466824023,2.838709677419355,6.0,0.511021505376344,34,15.52
ADI-47068,24,8,0.028985507246376812,0.6666666666666666,3.0,0.09722222222222221,4,1.56,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,30,7,0.016091954022988506,0.4666666666666667,2.0,0.0,3,1.48,119,171,0.02435550491382994,2.8739495798319328,6.0,0.4817927170868348,32,13.96
ADI-47069,29,10,0.024630541871921183,0.6896551724137931,3.0,0.09195402298850575,5,1.7599999999999998,4.0,1.0,10.0,3.0,0.06666666666666667,0.6,2.0,0.0,4,1.44,29,8,0.019704433497536946,0.5517241379310345,1.0,0.0,2,0.72,122,176,0.02384500745156483,2.8852459016393444,6.0,0.5204918032786885,30,13.28
ADI-47070,21,6,0.02857142857142857,0.5714285714285714,2.0,0.14285714285714285,3,1.28,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,30,11,0.02528735632183908,0.7333333333333333,2.0,0.2,3,1.3199999999999998,120,166,0.023249299719887956,2.7666666666666666,6.0,0.5402777777777779,31,14.399999999999999
ADI-47071,23,4,0.015810276679841896,0.34782608695652173,1.0,0.0,2,0.6,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,24,8,0.028985507246376812,0.6666666666666666,2.0,0.0,3,1.56,114,166,0.025772395590746778,2.912280701754386,6.0,0.5488304093567251,31,14.120000000000001
ADI-47072,25,8,0.02666666666666667,0.64,3.0,0.09333333333333332,5,1.9599999999999997,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.48,31,8,0.017204301075268817,0.5161290322580645,2.0,0.0,3,1.1600000000000001,117,175,0.025788387857353375,2.9914529914529915,5.0,0.5085470085470086,28,12.679999999999998
ADI-47073,23,4,0.015810276679841896,0.34782608695652173,2.0,0.0,3,1.3599999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,21,6,0.02857142857142857,0.5714285714285714,1.0,0.0,2,0.72,121,178,0.024517906336088153,2.9421487603305785,6.0,0.5129476584022038,30,13.040000000000001
ADI-47074,17,2,0.014705882352941176,0.23529411764705882,1.0,0.0,2,0.96,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.36,26,6,0.018461538461538463,0.46153846153846156,1.0,0.0,2,0.9199999999999999,117,172,0.025346301208370173,2.9401709401709404,6.0,0.5176638176638176,31,13.999999999999998
ADI-47075,27,9,0.02564102564102564,0.6666666666666666,3.0,0.08641975308641975,4,1.52,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,28,9,0.023809523809523808,0.6428571428571429,2.0,0.0,3,1.52,122,180,0.02438693943910039,2.9508196721311477,6.0,0.49508196721311476,30,13.36
ADI-47076,30,9,0.020689655172413793,0.6,2.0,0.0,3,1.6,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,29,10,0.024630541871921183,0.6896551724137931,2.0,0.0,4,2.0,127,185,0.023122109736282963,2.9133858267716537,5.0,0.4989501312335958,30,13.600000000000001
ADI-47077,21,4,0.01904761904761905,0.38095238095238093,1.0,0.0,2,0.76,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,21,6,0.02857142857142857,0.5714285714285714,2.0,0.14285714285714285,3,1.24,114,157,0.024375097034621953,2.754385964912281,6.0,0.4608187134502924,29,11.999999999999998
ADI-47078,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,0.8,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,23,7,0.02766798418972332,0.6086956521739131,2.0,0.13043478260869565,3,1.56,117,171,0.025198938992042442,2.923076923076923,6.0,0.5247863247863247,30,13.6
ADI-47079,22,5,0.021645021645021644,0.45454545454545453,1.0,0.0,2,0.72,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,27,6,0.017094017094017096,0.4444444444444444,2.0,0.0,3,1.48,116,173,0.025937031484257873,2.9827586206896552,6.0,0.5908045977011495,31,13.88
ADI-47081,23,3,0.011857707509881422,0.2608695652173913,1.0,0.0,2,0.72,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.52,30,9,0.020689655172413793,0.6,2.0,0.0,3,1.6,115,167,0.02547673531655225,2.9043478260869566,6.0,0.5568115942028985,31,13.959999999999999
ADI-47082,24,6,0.021739130434782608,0.5,2.0,0.125,3,1.3599999999999999,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,38,20,0.02844950213371266,1.0526315789473684,3.0,0.24561403508771926,5,2.3600000000000003,122,184,0.024928871426635957,3.0163934426229506,5.0,0.5153005464480875,30,12.999999999999996
ADI-47083,17,2,0.014705882352941176,0.23529411764705882,1.0,0.0,2,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.31999999999999995,27,11,0.03133903133903134,0.8148148148148148,3.0,0.12345679012345678,4,2.2,113,156,0.02465233881163085,2.7610619469026547,6.0,0.511504424778761,31,14.88
ADI-47084,20,5,0.02631578947368421,0.5,2.0,0.0,3,1.2,3.0,1.0,5.0,2.0,0.2,0.8,2.0,0.0,3,1.2,30,9,0.020689655172413793,0.6,2.0,0.0,3,1.2399999999999998,119,174,0.02478279447372169,2.9243697478991595,6.0,0.5299719887955182,32,14.4
ADI-47085,28,4,0.010582010582010581,0.2857142857142857,1.0,0.0,2,0.84,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,23,6,0.023715415019762844,0.5217391304347826,1.0,0.0,2,0.68,122,175,0.023709524454680938,2.8688524590163933,5.0,0.4920765027322404,35,15.599999999999998
ADI-47087,29,12,0.029556650246305417,0.8275862068965517,2.0,0.10344827586206896,3,1.16,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,26,10,0.03076923076923077,0.7692307692307693,2.0,0.23076923076923078,3,1.52,117,173,0.02549366342469791,2.9572649572649574,5.0,0.5307692307692309,38,17.199999999999996
ADI-47089,25,11,0.03666666666666667,0.88,3.0,0.22666666666666666,5,2.7199999999999998,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,29,7,0.017241379310344827,0.4827586206896552,1.0,0.0,2,0.72,115,156,0.02379862700228833,2.7130434782608694,6.0,0.5113043478260869,25,11.879999999999997
ADI-47090,22,8,0.03463203463203463,0.7272727272727273,3.0,0.18181818181818182,4,1.76,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.52,28,14,0.037037037037037035,1.0,2.0,0.10714285714285714,4,1.7999999999999998,116,162,0.024287856071964018,2.793103448275862,5.0,0.5316091954022988,36,16.52
ADI-47091,29,7,0.017241379310344827,0.4827586206896552,1.0,0.0,2,0.76,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,35,14,0.023529411764705882,0.8,3.0,0.15238095238095237,4,1.6,124,180,0.023603461841070025,2.903225806451613,6.0,0.5053763440860215,31,13.68
ADI-47092,27,16,0.045584045584045586,1.1851851851851851,3.0,0.2716049382716049,4,1.8399999999999999,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,27,9,0.02564102564102564,0.6666666666666666,2.0,0.1111111111111111,3,1.52,120,176,0.02464985994397759,2.933333333333333,6.0,0.5719444444444444,27,12.72
ADI-47093,28,5,0.013227513227513227,0.35714285714285715,1.0,0.0,2,0.56,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,29,13,0.03201970443349754,0.896551724137931,3.0,0.1839080459770115,6,2.4399999999999995,119,170,0.024213075060532687,2.857142857142857,6.0,0.503361344537815,31,13.999999999999998
ADI-47094,25,7,0.023333333333333334,0.56,1.0,0.0,2,0.56,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.52,25,9,0.03,0.72,2.0,0.12,3,1.48,116,167,0.025037481259370314,2.8793103448275863,6.0,0.4770114942528736,32,14.12
ADI-47095,27,10,0.02849002849002849,0.7407407407407407,3.0,0.08641975308641975,4,1.52,0.0,0.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.72,30,10,0.022988505747126436,0.6666666666666666,2.0,0.0,5,2.2399999999999998,124,194,0.025439286650931026,3.129032258064516,5.0,0.5271505376344086,35,15.759999999999998
ADI-47096,29,7,0.017241379310344827,0.4827586206896552,1.0,0.0,2,0.76,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.48,33,14,0.026515151515151516,0.8484848484848485,3.0,0.1616161616161616,4,1.68,126,184,0.023365079365079366,2.9206349206349205,6.0,0.5119047619047619,28,11.599999999999998
ADI-47097,24,5,0.018115942028985508,0.4166666666666667,1.0,0.0,2,0.76,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,27,10,0.02849002849002849,0.7407407407407407,2.0,0.1111111111111111,3,1.52,117,172,0.025346301208370173,2.9401709401709404,6.0,0.5279202279202279,30,13.2
ADI-47098,34,14,0.024955436720142603,0.8235294117647058,2.0,0.08823529411764706,3,1.4,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.36,25,10,0.03333333333333333,0.8,2.0,0.12,3,1.4,117,167,0.024609490126731505,2.8547008547008548,5.0,0.5037037037037037,31,14.2
ADI-47099,20,2,0.010526315789473684,0.2,1.0,0.0,2,1.28,2.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,1.28,25,11,0.03666666666666667,0.88,3.0,0.2533333333333333,4,1.92,115,165,0.02517162471395881,2.869565217391304,5.0,0.5446376811594202,30,13.679999999999998
ADI-47100,27,7,0.019943019943019943,0.5185185185185185,1.0,0.0,2,0.64,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.6,26,9,0.027692307692307693,0.6923076923076923,2.0,0.11538461538461539,3,1.3199999999999998,121,179,0.02465564738292011,2.958677685950413,5.0,0.5030303030303029,31,13.719999999999999
ADI-47102,24,6,0.021739130434782608,0.5,1.0,0.0,2,0.6,0.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.88,25,9,0.03,0.72,2.0,0.0,3,1.4,117,179,0.02637783672266431,3.0598290598290596,6.0,0.5529914529914529,32,14.280000000000001
ADI-47103,24,8,0.028985507246376812,0.6666666666666666,2.0,0.125,3,1.1199999999999999,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,29,12,0.029556650246305417,0.8275862068965517,2.0,0.20689655172413793,3,1.48,123,179,0.02385712381713981,2.910569105691057,5.0,0.5577235772357721,28,11.32
ADI-47104,30,11,0.02528735632183908,0.7333333333333333,2.0,0.1,3,1.24,0.0,1.0,8.0,2.0,0.07142857142857142,0.5,1.0,0.0,2,0.6399999999999999,25,8,0.02666666666666667,0.64,2.0,0.0,3,1.48,121,178,0.024517906336088153,2.9421487603305785,6.0,0.5261707988980716,32,14.239999999999998
ADI-47105,29,7,0.017241379310344827,0.4827586206896552,1.0,0.0,2,0.56,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.52,24,6,0.021739130434782608,0.5,2.0,0.125,3,1.2799999999999998,117,172,0.025346301208370173,2.9401709401709404,6.0,0.5284900284900285,32,13.919999999999998
ADI-47106,27,8,0.022792022792022793,0.5925925925925926,2.0,0.1111111111111111,4,1.28,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.28,27,13,0.037037037037037035,0.9629629629629629,2.0,0.2222222222222222,3,1.56,123,176,0.0234572837531654,2.861788617886179,6.0,0.48970189701897016,34,15.199999999999998
ADI-47107,28,5,0.013227513227513227,0.35714285714285715,1.0,0.0,2,0.68,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,27,8,0.022792022792022793,0.5925925925925926,2.0,0.1111111111111111,3,1.48,126,191,0.024253968253968253,3.0317460317460316,6.0,0.5632275132275131,30,13.52
ADI-47109,30,8,0.01839080459770115,0.5333333333333333,2.0,0.0,3,1.52,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.48,25,7,0.023333333333333334,0.56,2.0,0.0,4,1.88,121,177,0.024380165289256198,2.925619834710744,7.0,0.5273907910271546,30,13.440000000000001
ADI-47111,30,13,0.029885057471264367,0.8666666666666667,3.0,0.17777777777777776,4,1.56,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.48,23,6,0.023715415019762844,0.5217391304347826,1.0,0.0,2,0.96,122,179,0.0242514564422165,2.9344262295081966,6.0,0.4532786885245902,29,11.959999999999997
ADI-47112,23,8,0.03162055335968379,0.6956521739130435,2.0,0.13043478260869565,3,1.3199999999999998,0.0,0.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.6,26,9,0.027692307692307693,0.6923076923076923,2.0,0.0,3,1.52,116,172,0.025787106446776613,2.9655172413793105,6.0,0.528448275862069,51,23.119999999999994
ADI-47113,26,7,0.021538461538461538,0.5384615384615384,2.0,0.11538461538461539,3,1.04,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.48,27,13,0.037037037037037035,0.9629629629629629,2.0,0.2222222222222222,3,1.44,114,165,0.025617140195621797,2.8947368421052633,6.0,0.55,31,13.600000000000001
ADI-47114,24,7,0.025362318840579712,0.5833333333333334,1.0,0.0,2,0.68,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,29,8,0.019704433497536946,0.5517241379310345,2.0,0.0,3,1.52,117,176,0.025935750073681107,3.0085470085470085,6.0,0.49145299145299143,29,12.959999999999999
ADI-47116,28,9,0.023809523809523808,0.6428571428571429,3.0,0.08333333333333333,4,1.48,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.48,24,7,0.025362318840579712,0.5833333333333334,2.0,0.0,3,1.48,122,190,0.025741769407939305,3.1147540983606556,6.0,0.5562841530054644,31,13.84
ADI-47117,28,6,0.015873015873015872,0.42857142857142855,1.0,0.0,2,0.56,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.48,26,8,0.024615384615384615,0.6153846153846154,2.0,0.0,3,1.52,127,184,0.022997125359330083,2.8976377952755907,6.0,0.48372703412073487,32,14.16
ADI-47118,29,9,0.022167487684729065,0.6206896551724138,2.0,0.0,4,1.6400000000000001,2.0,1.0,5.0,1.0,0.1,0.4,1.0,0.0,2,0.64,27,8,0.022792022792022793,0.5925925925925926,2.0,0.0,3,1.52,123,185,0.02465680394508863,3.008130081300813,6.0,0.4937669376693767,38,17.439999999999998
ADI-47119,29,15,0.03694581280788178,1.0344827586206897,3.0,0.2413793103448276,4,1.72,0.0,0.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,0.96,22,7,0.030303030303030304,0.6363636363636364,2.0,0.0,3,1.48,122,185,0.025064354423519848,3.0327868852459017,6.0,0.5734972677595629,33,15.479999999999999
ADI-47120,17,2,0.014705882352941176,0.23529411764705882,1.0,0.0,2,0.72,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.43999999999999995,24,11,0.03985507246376811,0.9166666666666666,3.0,0.1111111111111111,5,2.2,116,162,0.024287856071964018,2.793103448275862,6.0,0.5241379310344827,33,15.08
ADI-47121,22,4,0.017316017316017316,0.36363636363636365,1.0,0.0,2,0.72,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,22,8,0.03463203463203463,0.7272727272727273,2.0,0.0,3,1.4,110,151,0.02518765638031693,2.7454545454545456,6.0,0.5596969696969697,26,12.16
ADI-47122,26,10,0.03076923076923077,0.7692307692307693,2.0,0.11538461538461539,3,1.2000000000000002,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,35,19,0.031932773109243695,1.0857142857142856,3.0,0.2857142857142857,4,1.92,117,173,0.02549366342469791,2.9572649572649574,6.0,0.5344729344729344,30,13.2
ADI-47123,27,6,0.017094017094017096,0.4444444444444444,2.0,0.0,3,1.88,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4,20,4,0.021052631578947368,0.4,1.0,0.0,2,0.88,118,174,0.025206431986093004,2.9491525423728815,6.0,0.5016949152542373,31,13.679999999999998
ADI-47124,20,4,0.021052631578947368,0.4,2.0,0.0,3,1.3199999999999998,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.48,24,9,0.03260869565217391,0.75,2.0,0.0,3,1.4,111,154,0.025225225225225224,2.774774774774775,5.0,0.5243243243243243,25,11.920000000000002
ADI-47125,28,8,0.021164021164021163,0.5714285714285714,2.0,0.0,4,1.8399999999999999,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.52,26,12,0.036923076923076927,0.9230769230769231,2.0,0.34615384615384615,3,1.52,122,179,0.0242514564422165,2.9344262295081966,5.0,0.5177595628415301,31,14.24
ADI-47126,26,11,0.033846153846153845,0.8461538461538461,3.0,0.20512820512820512,4,1.6799999999999997,0.0,0.0,4.0,1.0,0.16666666666666666,0.5,1.0,0.0,2,1.28,24,10,0.036231884057971016,0.8333333333333334,2.0,0.25,3,1.4,113,162,0.025600505689001265,2.8672566371681416,5.0,0.47374631268436584,37,16.799999999999997
ADI-47127,22,3,0.012987012987012988,0.2727272727272727,1.0,0.0,2,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.36,25,8,0.02666666666666667,0.64,2.0,0.24,3,1.48,123,185,0.02465680394508863,3.008130081300813,6.0,0.5802168021680216,30,13.239999999999998
ADI-47129,27,9,0.02564102564102564,0.6666666666666666,3.0,0.08641975308641975,5,2.2800000000000002,4.0,1.0,9.0,3.0,0.08333333333333333,0.6666666666666666,2.0,0.0,4,1.7200000000000002,23,6,0.023715415019762844,0.5217391304347826,1.0,0.0,2,0.92,119,183,0.026064663153396953,3.0756302521008405,5.0,0.5047619047619047,32,13.719999999999999
ADI-47130,28,7,0.018518518518518517,0.5,2.0,0.0,3,1.2400000000000002,3.0,1.0,10.0,2.0,0.044444444444444446,0.4,2.0,0.0,3,1.2400000000000002,24,9,0.03260869565217391,0.75,2.0,0.0,3,1.48,121,173,0.023829201101928373,2.8595041322314048,6.0,0.4826446280991735,34,15.519999999999998
ADI-47131,26,7,0.021538461538461538,0.5384615384615384,2.0,0.0,4,2.4000000000000004,1.0,1.0,6.0,1.0,0.06666666666666667,0.3333333333333333,1.0,0.0,2,0.64,27,7,0.019943019943019943,0.5185185185185185,1.0,0.0,2,0.88,125,189,0.02438709677419355,3.024,6.0,0.5346666666666666,32,14.200000000000001
ADI-47132,24,5,0.018115942028985508,0.4166666666666667,2.0,0.0,4,1.7999999999999998,1.0,1.0,7.0,1.0,0.047619047619047616,0.2857142857142857,1.0,0.0,2,0.84,22,6,0.025974025974025976,0.5454545454545454,2.0,0.13636363636363635,3,1.48,112,160,0.02574002574002574,2.857142857142857,5.0,0.49880952380952376,36,16.4
ADI-47133,25,9,0.03,0.72,3.0,0.09333333333333332,4,1.72,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.52,26,11,0.033846153846153845,0.8461538461538461,2.0,0.23076923076923078,3,1.3199999999999998,115,164,0.02501906941266209,2.8521739130434782,5.0,0.5052173913043477,32,14.2
ADI-47134,23,5,0.019762845849802372,0.43478260869565216,1.0,0.0,2,0.96,2.0,1.0,6.0,2.0,0.13333333333333333,0.6666666666666666,1.0,0.0,2,0.96,31,8,0.017204301075268817,0.5161290322580645,2.0,0.0,3,1.1600000000000001,124,188,0.024652504589562026,3.032258064516129,5.0,0.49838709677419357,29,13.2
